,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
98,153.0,1.0,12.1,76.0,130.0,24.96,31.22,0.05,15.13,64.81,100.73,3.93,3.88,944173.4164272047,0.004912867333218232
99,200.0,2.0,12.0,90.0,149.0,23.88,32.82,0.0,12.87,54.25,100.8,4.2,4.32,944258.3945839771,0.004912867333218232
100,177.0,2.0,13.9,83.0,178.0,25.05,32.24,0.0,12.85,53.61,100.7,2.91,4.23,944315.0509374845,0.004912867333218232
101,187.0,2.0,13.3,86.0,127.0,24.39,32.56,0.03,14.01,58.33,100.85,4.47,3.39,944371.7106904244,0.004912867333218232
102,143.0,2.0,13.6,73.0,138.0,26.42,29.55,2.44,17.47,74.44,100.86,4.61,2.23,944428.3738430006,0.004912867333218232
103,240.0,2.0,18.6,102.0,159.0,24.59,32.03,0.01,14.04,59.25,101.03,4.14,2.8,944626.7216520964,0.004912867333218232
104,227.0,2.0,19.4,98.0,176.0,25.45,33.04,0.0,13.49,53.92,100.97,3.92,3.93,944683.4001055593,0.004912867333218232
105,190.0,2.0,16.5,87.0,161.0,26.69,32.61,0.0,15.98,63.28,100.66,4.65,4.41,944768.4241622398,0.004912867333218232
106,173.0,2.0,15.5,82.0,160.0,26.51,33.83,0.0,14.04,54.06,100.56,4.7,3.26,944853.4558713149,0.004912867333218232
107,203.0,2.0,16.6,91.0,152.0,27.03,33.89,0.03,15.11,56.39,100.66,5.19,3.97,944938.4952334729,0.004912867333218232
108,127.0,3.0,14.5,68.0,117.0,27.56,33.68,0.0,16.77,62.97,100.58,5.61,3.87,945136.9501777026,0.004912867333218232
109,193.0,3.0,21.1,88.0,177.0,27.5,34.25,0.0,16.57,61.71,100.63,6.22,3.61,945222.0150551138,0.004912867333218232
110,157.0,3.0,19.3,77.0,111.0,27.67,35.55,0.21,15.08,52.81,100.6,3.61,3.49,945335.4468012217,0.004912867333218232
111,80.0,3.0,13.7,36.0,80.0,27.31,31.5,1.18,18.29,73.32,100.56,5.12,3.15,945448.8921597514,0.004912867333218232
112,69.0,3.0,19.4,41.0,69.0,27.56,31.7,5.12,19.0,75.85,100.75,5.36,3.31,945533.9851127834,0.004912867333218232
113,75.0,3.0,4.5,45.0,61.0,27.33,31.89,1.65,18.12,71.22,100.5,6.34,3.41,945647.4542969825,0.004912867333218232
114,77.0,3.0,13.7,46.0,65.0,27.8,33.32,0.42,18.25,69.09,100.77,5.63,2.52,945732.5651211429,0.004912867333218232
115,50.0,3.0,14.5,30.0,46.0,27.51,30.8,2.79,19.39,78.06,100.72,4.44,2.93,945789.3099262097,0.004912867333218232
116,80.0,4.0,12.7,48.0,70.0,27.8,32.14,0.26,17.92,68.81,100.54,4.8,2.85,945959.5647706628,0.004912867333218232
117,65.0,4.0,11.9,39.0,64.0,27.61,32.12,0.21,18.73,72.23,100.35,5.11,2.62,946016.3231959126,0.004912867333218232
118,140.0,4.0,11.2,72.0,80.0,27.86,33.14,6.32,18.75,70.59,100.47,5.09,2.59,946158.2341587945,0.004912867333218232
119,65.0,4.0,13.1,39.0,63.0,28.11,30.89,4.33,20.01,78.44,100.42,3.52,2.49,946215.0045043865,0.004912867333218232
120,75.0,4.0,14.4,45.0,60.0,28.26,32.22,2.45,20.02,77.21,100.65,4.93,2.7,946356.9452712528,0.004912867333218232
121,63.0,4.0,17.9,38.0,56.0,27.89,30.06,1.99,19.79,79.72,100.5,4.95,3.36,946442.1199515165,0.004912867333218232
122,85.0,4.0,19.7,51.0,69.0,28.18,30.47,3.51,20.19,79.84,100.54,5.46,2.96,946555.6981168003,0.004912867333218232
123,63.0,4.0,20.7,38.0,57.0,27.96,31.42,3.27,19.89,77.66,100.4,4.76,1.69,946612.4923105877,0.004912867333218232
124,53.0,4.0,10.6,32.0,45.0,27.98,30.5,0.98,20.58,81.23,100.54,4.93,3.62,946697.6899907747,0.004912867333218232
125,32.0,5.0,7.7,19.0,32.0,28.01,30.89,10.72,20.21,79.9,100.5,5.41,1.79,946811.2988258436,0.004912867333218232
126,62.0,5.0,22.2,37.0,53.0,27.25,29.88,2.31,19.4,79.67,100.64,3.81,1.47,946924.921294586,0.004912867333218232
127,79.0,5.0,13.6,47.0,79.0,27.05,29.79,19.54,19.16,79.59,100.56,3.58,4.1,946981.7376420961,0.004912867333218232
128,43.0,5.0,18.9,26.0,38.0,26.34,28.79,3.24,18.47,80.58,100.57,3.46,4.11,947123.7934258339,0.004912867333218232
129,67.0,5.0,21.0,40.0,66.0,26.68,27.88,7.28,19.12,83.47,100.4,4.64,4.88,947180.6217058507,0.004912867333218232
130,101.0,5.0,21.4,27.0,101.0,26.67,29.13,2.96,18.88,80.28,100.41,3.87,3.7,947237.4533956156,0.004912867333218232
131,84.0,5.0,18.3,41.0,84.0,27.23,30.54,7.64,19.29,77.78,100.43,3.96,3.05,947351.1270052079,0.004912867333218232
132,74.0,5.0,14.1,41.0,74.0,27.5,29.64,15.62,20.82,85.09,100.27,6.5,3.82,947407.9689254443,0.004912867333218232
133,71.0,5.0,14.8,29.0,71.0,26.77,28.14,24.23,20.89,89.54,100.01,15.65,3.53,947521.6629978209,0.004912867333218232
134,67.0,5.0,17.2,40.0,65.0,27.02,29.18,4.98,19.61,82.49,100.28,7.82,1.69,947578.5151503702,0.004912867333218232
135,111.0,6.0,17.0,35.0,117.0,27.11,28.67,7.81,20.18,85.97,100.4,4.24,1.54,947635.3707140998,0.004912867333218232
136,46.0,6.0,12.5,27.0,46.0,27.09,28.85,18.25,20.26,85.88,100.31,5.81,3.13,947720.6604561053,0.004912867333218232
137,53.0,6.0,11.2,32.0,50.0,27.04,28.6,22.18,20.32,86.76,100.58,6.38,0.89,947805.9578744177,0.004912867333218232
138,60.0,6.0,14.3,36.0,59.0,27.13,28.68,23.51,20.09,85.74,100.54,8.06,1.75,947948.1372986084,0.004912867333218232
139,79.0,6.0,11.7,29.0,79.0,26.07,28.9,8.48,19.43,85.33,100.62,4.98,2.6,948118.7807611342,0.004912867333218232
140,57.0,6.0,21.5,34.0,55.0,26.45,27.96,49.67,20.12,89.91,100.55,7.02,1.09,948175.6687412868,0.004912867333218232
141,57.0,6.0,19.4,34.0,50.0,25.9,28.43,15.46,19.03,85.17,100.48,5.44,1.62,948232.5601347694,0.004912867333218232
142,100.0,6.0,15.6,60.0,98.0,25.12,27.37,17.46,18.71,87.09,100.55,5.32,0.38,948317.9036254351,0.004912867333218232
143,52.0,6.0,12.7,30.0,52.0,26.3,28.2,18.68,19.74,87.45,100.39,6.14,0.66,948374.8035531387,0.004912867333218232
144,60.0,7.0,19.3,30.0,60.0,25.57,28.25,13.58,18.95,85.45,100.53,5.56,0.52,948517.068309301,0.004912867333218232
145,82.0,7.0,7.3,48.0,82.0,26.01,28.19,0.87,19.56,87.33,100.59,5.71,0.73,948573.980187065,0.004912867333218232
146,50.0,7.0,13.5,30.0,50.0,25.87,28.37,6.62,19.41,86.29,100.55,7.4,1.86,948630.895479593,0.004912867333218232
147,47.0,7.0,17.3,28.0,36.0,26.15,27.33,63.0,19.86,90.58,100.46,8.01,2.03,948716.2748215151,0.004912867333218232
148,35.0,7.0,24.9,21.0,35.0,25.58,27.83,18.09,19.59,89.71,100.52,6.59,2.61,948801.6618478084,0.004912867333218232
149,41.0,7.0,25.4,20.0,41.0,25.46,27.03,34.16,19.18,90.85,100.56,6.33,0.15,948972.4589562761,0.004912867333218232
150,46.0,7.0,18.8,19.0,46.0,25.3,27.1,10.32,19.11,90.43,100.61,5.92,0.32,949029.3981578887,0.004912867333218232
151,54.0,7.0,12.7,32.0,54.0,25.35,27.36,10.3,19.31,90.22,100.55,7.03,1.53,949114.813366128,0.004912867333218232
152,43.0,7.0,16.7,26.0,41.0,25.59,27.07,45.88,19.56,91.68,100.53,6.18,2.48,949314.1454161019,0.004912867333218232
153,61.0,1.0,22.2,30.0,61.0,24.16,29.72,0.05,14.17,64.73,100.74,2.88,2.33,943578.7834233689,0.004912867333218232
154,53.0,3.0,11.0,24.0,53.0,27.5,34.25,0.0,16.57,61.71,100.63,6.22,3.61,945222.0150551138,0.004912867333218232
155,75.0,9.0,4.5,37.0,75.0,24.94,28.48,0.01,17.92,82.65,100.64,6.28,0.54,950453.9890624415,0.004912867333218232
156,56.0,8.0,15.1,24.0,56.0,24.49,27.58,15.14,19.24,90.07,100.59,6.35,0.18,949712.9351153361,0.004912867333218232
157,60.0,8.0,4.5,28.0,60.0,24.35,27.54,1.36,18.57,89.36,100.64,5.84,0.74,949969.3883806705,0.004912867333218232
158,56.0,8.0,6.5,29.0,56.0,24.57,27.34,10.59,18.77,90.16,100.59,6.38,0.63,950140.3956956789,0.004912867333218232
159,54.0,8.0,7.2,30.0,54.0,24.69,27.31,1.65,18.52,89.14,100.62,6.22,0.65,950197.4049745467,0.004912867333218232
160,127.0,9.0,14.5,68.0,117.0,24.42,27.79,0.0,17.82,85.22,100.73,5.79,1.05,950368.4533356207,0.004912867333218232
161,193.0,9.0,21.1,88.0,177.0,24.31,28.73,0.49,17.63,82.62,100.78,5.89,1.04,950511.0171571937,0.004912867333218232
162,157.0,9.0,19.3,77.0,111.0,25.04,28.66,0.1,17.96,82.47,100.65,5.4,0.14,950625.0836121147,0.004912867333218232
163,80.0,9.0,13.7,36.0,80.0,26.03,28.29,0.95,18.82,84.04,100.61,4.09,0.5,950682.121972694,0.004912867333218232
164,69.0,9.0,19.4,41.0,69.0,25.92,28.28,1.92,18.44,82.96,100.61,5.59,0.89,950739.1637556264,0.004912867333218232
165,75.0,9.0,4.5,45.0,61.0,25.38,29.37,0.66,17.76,78.5,100.46,4.72,1.08,950824.7328473858,0.004912867333218232
166,77.0,9.0,13.7,46.0,65.0,25.74,27.9,19.85,18.03,82.21,100.82,4.62,0.35,950910.3096405946,0.004912867333218232
167,50.0,9.0,14.5,30.0,46.0,25.99,29.44,0.66,18.32,80.52,100.52,5.41,0.56,950967.3651149923,0.004912867333218232
168,55.0,10.0,4.5,24.0,55.0,25.8,28.18,38.72,19.5,88.85,100.54,3.62,1.51,951167.0862358486,0.004912867333218232
169,100.0,10.0,6.0,60.0,96.0,25.79,28.92,14.36,18.99,84.36,100.42,4.18,1.0,951224.1571170731,0.004912867333218232
170,133.0,10.0,6.3,70.0,109.0,25.38,28.68,33.44,17.95,81.36,100.93,3.51,0.24,951538.1081787557,0.004912867333218232
171,63.0,10.0,17.9,38.0,60.0,24.85,28.55,5.67,17.46,80.13,100.86,3.55,0.48,951680.8474590824,0.004912867333218232
172,157.0,10.0,12.4,77.0,97.0,25.66,29.0,7.15,18.22,81.12,100.86,3.18,0.6,951737.9491664427,0.004912867333218232
173,102.0,10.0,9.2,43.0,103.0,25.86,30.82,2.69,18.0,75.32,100.79,3.03,0.23,951795.0542999568,0.004912867333218232
174,130.0,10.0,8.7,69.0,96.0,26.59,29.93,1.71,17.72,75.34,100.74,3.87,1.32,951880.7184247165,0.004912867333218232
175,167.0,10.0,4.5,80.0,91.0,26.25,30.53,0.0,17.19,71.93,100.6,3.03,0.32,951937.8321245144,0.004912867333218232
176,65.0,11.0,13.7,39.0,48.0,26.8,31.12,2.87,17.63,71.76,100.72,3.58,0.97,952109.1937859718,0.004912867333218232
177,117.0,11.0,4.5,65.0,90.0,26.38,30.25,2.35,17.06,71.92,100.77,2.31,1.68,952137.7570617856,0.004912867333218232
178,44.0,11.0,10.9,26.0,44.0,25.81,29.94,3.18,18.79,80.96,100.71,4.12,0.85,952480.5832169666,0.004912867333218232
179,120.0,11.0,9.4,66.0,104.0,25.64,29.66,6.42,18.07,77.9,100.78,3.45,1.86,952566.3090411795,0.004912867333218232
180,81.0,11.0,7.7,42.0,81.0,26.14,28.82,9.43,18.75,82.11,100.93,3.75,3.42,952623.4638770317,0.004912867333218232
181,247.0,11.0,15.5,104.0,166.0,26.11,30.26,0.14,18.0,76.14,100.78,2.82,0.88,952709.2025608898,0.004912867333218232
182,200.0,11.0,15.1,90.0,153.0,24.13,30.57,0.03,15.27,66.45,100.8,3.93,0.81,952766.3659704818,0.004912867333218232
183,67.0,12.0,6.8,40.0,62.0,26.02,30.55,1.84,17.84,74.78,100.7,2.82,0.58,952966.4649155204,0.004912867333218232
184,223.0,12.0,8.5,97.0,133.0,26.17,30.3,0.15,17.12,72.63,100.77,2.72,0.18,953109.4184622132,0.004912867333218232
185,150.0,12.0,4.5,75.0,100.0,26.39,30.01,0.05,17.49,73.95,100.89,3.25,2.35,953166.6058851195,0.004912867333218232
186,140.0,12.0,14.7,72.0,100.0,26.09,29.27,0.0,17.13,75.14,100.85,3.68,1.3,953309.589454759,0.004912867333218232
187,153.0,12.0,5.6,76.0,120.0,25.27,29.69,0.01,16.18,71.01,100.83,2.47,2.95,953366.7888881051,0.004912867333218232
188,157.0,12.0,4.5,77.0,97.0,25.25,29.52,0.0,17.19,76.22,100.85,2.96,1.9,953423.9917534684,0.004912867333218232
189,92.0,12.0,10.2,55.0,75.0,25.84,30.11,1.14,17.2,74.9,100.87,3.5,3.69,953567.0139333048,0.004912867333218232
190,110.0,12.0,8.6,63.0,83.0,26.48,30.11,1.2,17.08,72.52,100.74,2.61,1.16,953624.2288123512,0.004912867333218232
191,160.0,12.0,11.0,78.0,125.0,24.73,30.46,0.31,14.99,66.51,101.02,3.65,2.86,953681.447124342,0.004912867333218232
192,150.0,1.0,18.2,75.0,133.0,21.19,30.84,0.0,11.81,56.56,101.09,4.85,1.04,953824.5079248009,0.004912867333218232
193,109.0,1.0,15.6,59.0,114.0,22.8,29.81,0.0,13.06,61.02,100.83,3.09,2.18,953910.3547058664,0.004912867333218232
194,183.0,1.0,32.4,85.0,155.0,24.52,30.94,0.01,14.97,64.99,100.81,3.09,1.04,954110.693910162,0.004912867333218232
