,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,cluster
61,130.888888888888,3.93333333333333,16.8666666666666,49.6666666666666,113.0,6.7,17.06,71.77,100.52,31.25,25.61,1.21,3.66,934900.4015079968,14.583333333333334,2.0
62,101.333333333333,3.1,10.6,31.0,102.0,12.09,18.41,80.17,100.5,28.92,26.55,1.41,4.03,934928.448520042,14.583333333333334,2.0
63,109.0,2.55,12.8999999999999,48.0,102.5,1.3,17.99,74.38,100.48,30.82,26.58,0.32,4.35,934956.4963734978,14.583333333333334,2.0
64,116.666666666666,2.0,15.2,65.0,103.0,4.33,18.4,75.34,100.46,30.88,26.91,0.52,4.27,934984.545068389,14.583333333333334,2.0
65,113.133333333333,2.0,13.8999999999999,61.0,102.2,8.21,18.31,77.68,100.48,29.8,26.66,0.18,3.5,935012.5946047412,14.583333333333334,2.0
66,109.6,2.0,12.6,57.0,101.4,7.74,18.07,75.27,100.56,29.81,26.85,2.56,4.03,935040.644982579,14.583333333333334,2.0
67,106.066666666666,2.0,11.2999999999999,53.0,100.6,2.78,16.17,65.76,100.7,31.58,26.81,2.82,5.23,935068.6962019288,14.583333333333334,2.0
68,102.533333333333,2.0,10.0,49.0,99.8,1.98,16.92,71.12,100.72,31.49,25.66,2.75,5.93,935096.7482628146,14.583333333333334,2.0
69,99.0,2.0,8.7,45.0,99.0,0.62,17.8,74.59,100.74,31.25,26.14,2.46,5.62,935124.8011652628,14.583333333333334,2.0
70,90.0,2.65,8.9,45.0,90.0,9.78,17.92,76.03,100.71,29.58,26.54,0.22,5.08,935152.8549092975,14.583333333333334,2.0
71,81.0,3.3,9.1,45.0,81.0,14.29,18.4,77.26,100.75,30.93,26.55,1.15,4.08,935180.9094949448,14.583333333333334,2.0
72,81.4,3.15999999999999,8.18,44.6,81.4,11.72,18.71,86.27,100.77,27.08,26.06,0.86,4.27,935208.9649222296,14.583333333333334,2.0
73,81.8,3.02,7.26,44.2,81.8,1.22,17.32,72.35,100.74,31.56,25.77,0.61,5.13,935237.0211911774,14.583333333333334,2.0
74,82.2,2.88,6.34,43.8,82.2,3.45,18.5,75.79,100.81,31.23,26.58,2.19,4.87,935265.0783018132,14.583333333333334,2.0
75,82.6,2.74,5.42,43.4,82.6,1.95,17.94,73.28,100.85,31.49,26.66,1.69,4.92,935293.1362541622,14.583333333333334,2.0
76,83.0,2.6,4.5,43.0,83.0,1.43,17.74,72.61,100.81,31.31,26.75,1.75,4.57,935321.1950482498,14.583333333333334,2.0
77,77.0,2.3,5.85,42.5,77.0,2.09,17.59,71.07,100.81,31.79,26.45,2.02,4.06,935349.2546841014,14.583333333333334,2.0
78,71.0,2.0,7.2,42.0,71.0,0.55,17.68,68.64,100.74,33.16,26.79,0.56,4.45,935377.315161742,14.583333333333334,2.0
79,75.5,2.35,8.25,44.5,75.5,0.0,18.05,70.56,100.74,32.59,27.25,1.04,5.42,935405.3764811968,14.583333333333334,2.0
80,80.0,2.7,9.3,47.0,80.0,0.0,18.04,70.88,100.7,32.79,27.05,0.2,5.35,935433.4386424912,14.583333333333334,2.0
81,77.6666666666666,2.46666666666666,10.0666666666666,44.0,77.6666666666666,0.0,17.71,68.12,100.74,33.76,27.24,0.34,5.78,935461.5016456506,14.583333333333334,2.0
82,75.3333333333333,2.23333333333333,10.8333333333333,41.0,75.3333333333333,0.0,18.1,68.06,100.71,34.58,27.12,1.35,5.33,935489.5654906998,14.583333333333334,2.0
83,73.0,2.0,11.6,38.0,73.0,0.32,18.05,69.56,100.78,33.5,27.52,0.38,5.69,935517.6301776646,14.583333333333334,2.0
84,74.2142857142857,2.0,11.2071428571428,39.1428571428571,73.7857142857142,0.49,18.02,71.66,100.83,32.3,27.0,0.92,5.39,935545.69570657,14.583333333333334,2.0
85,75.4285714285714,2.0,10.8142857142857,40.2857142857142,74.5714285714285,0.39,17.88,70.01,100.77,32.91,27.26,0.75,6.49,935573.7620774414,14.583333333333334,2.0
86,76.6428571428571,2.0,10.4214285714285,41.4285714285714,75.3571428571428,1.38,18.76,72.72,100.75,32.68,27.2,2.43,6.37,935601.8292903036,14.583333333333334,2.0
87,77.8571428571428,2.0,10.0285714285714,42.5714285714285,76.1428571428571,3.75,18.95,70.07,100.78,34.02,27.75,0.91,4.55,935629.8973451824,14.583333333333334,2.0
88,79.0714285714285,2.0,9.63571428571428,43.7142857142857,76.9285714285714,1.24,19.17,72.34,100.76,33.34,27.98,1.62,6.95,935657.9662421026,14.583333333333334,2.0
89,80.2857142857142,2.0,9.24285714285714,44.8571428571428,77.7142857142857,1.22,19.46,76.35,100.67,31.57,27.82,2.46,6.34,935686.0359810896,14.583333333333334,2.0
90,81.5,2.0,8.85,46.0,78.5,1.57,19.19,75.45,100.7,32.0,27.47,2.12,6.44,935714.1065621692,14.583333333333334,2.0
91,82.7142857142857,2.0,8.45714285714285,47.1428571428571,79.2857142857142,0.26,18.71,72.26,100.74,32.68,27.79,1.73,6.54,935742.1779853662,14.583333333333334,2.0
92,83.9285714285714,2.0,8.06428571428571,48.2857142857142,80.0714285714285,0.3,18.63,72.43,100.69,32.13,27.63,1.89,6.41,935770.2502507058,14.583333333333334,2.0
93,85.1428571428571,2.0,7.67142857142857,49.4285714285714,80.8571428571428,3.76,18.81,73.77,100.6,31.43,27.74,2.73,5.82,935798.3233582132,14.583333333333334,2.0
94,86.3571428571428,2.0,7.27857142857142,50.5714285714285,81.6428571428571,3.11,18.72,72.54,100.58,32.52,27.59,2.33,6.82,935826.397307914,14.583333333333334,2.0
95,87.5714285714285,2.0,6.88571428571428,51.7142857142857,82.4285714285714,3.54,19.56,73.83,100.51,33.74,27.71,1.8,6.94,935854.4720998332,14.583333333333334,2.0
96,88.7857142857142,2.0,6.49285714285714,52.8571428571428,83.2142857142857,8.1,19.55,75.97,100.58,31.91,27.87,1.19,4.34,935882.5477339964,14.583333333333334,2.0
97,90.0,2.0,6.1,54.0,84.0,3.72,19.48,77.07,100.52,31.09,27.57,2.41,4.89,935910.6242104284,14.583333333333334,2.0
98,93.2380952380952,2.0,7.01428571428571,55.0,89.0,1.75,19.52,76.95,100.49,31.4,27.86,2.95,5.35,935938.7015291546,14.583333333333334,2.0
99,96.4761904761904,2.0,7.92857142857142,56.0,94.0,0.85,19.64,76.69,100.52,31.71,27.59,2.54,4.91,935966.7796902008,14.583333333333334,2.0
100,99.7142857142857,2.0,8.84285714285714,57.0,99.0,4.66,19.99,78.26,100.56,31.61,27.93,2.47,6.07,935994.8586935912,14.583333333333334,2.0
101,102.95238095238,2.0,9.75714285714285,58.0,104.0,4.67,20.16,81.45,100.56,30.05,27.87,2.59,4.94,936022.9385393522,14.583333333333334,2.0
102,106.190476190476,2.0,10.6714285714285,59.0,109.0,0.3,19.62,77.7,100.43,31.58,27.39,2.8,5.76,936051.0192275082,14.583333333333334,2.0
103,109.428571428571,2.0,11.5857142857142,60.0,114.0,0.7,19.48,76.28,100.48,31.65,27.56,2.53,5.9,936079.1007580851,14.583333333333334,2.0
104,112.666666666666,2.0,12.5,61.0,119.0,0.45,19.4,77.34,100.58,30.85,27.84,2.25,5.21,936107.1831311078,14.583333333333334,2.0
105,116.222222222222,2.0,11.4666666666666,59.0,124.333333333333,0.09,18.96,75.82,100.58,31.14,27.28,2.2,5.93,936135.2663466018,14.583333333333334,2.0
106,119.777777777777,2.0,10.4333333333333,57.0,129.666666666666,0.16,18.8,73.59,100.6,31.95,27.53,1.92,5.37,936163.3504045922,14.583333333333334,2.0
107,123.333333333333,2.0,9.4,55.0,135.0,0.92,18.8,73.79,100.61,31.53,27.63,2.19,4.99,936191.4353051044,14.583333333333334,2.0
108,113.75,2.0,9.35,51.5,122.5,1.38,19.11,75.84,100.67,30.93,27.89,2.77,5.34,936219.5210481636,14.583333333333334,2.0
109,104.166666666666,2.0,9.3,48.0,110.0,2.25,19.12,75.49,100.65,31.53,27.39,2.17,5.78,936247.6076337952,14.583333333333334,2.0
110,94.5833333333333,2.0,9.25,44.5,97.5,1.68,19.12,74.37,100.62,31.85,27.92,3.75,6.19,936275.695062024,14.583333333333334,2.0
111,85.0,2.0,9.2,41.0,85.0,0.08,18.84,73.23,100.64,31.8,27.76,3.56,5.68,936303.783332876,14.583333333333334,2.0
112,76.0,2.0,13.2999999999999,39.0,76.0,0.11,19.05,74.43,100.65,31.41,27.98,3.74,6.14,936331.872446376,14.583333333333334,2.0
113,67.0,2.0,17.4,37.0,67.0,4.25,19.61,78.02,100.62,30.58,27.93,3.1,4.86,936359.9624025492,14.583333333333334,2.0
114,75.0,2.0,12.6499999999999,39.5,75.0,1.33,19.48,74.88,100.64,32.32,27.83,2.57,6.26,936388.0532014214,14.583333333333334,2.0
115,83.0,2.0,7.9,42.0,83.0,0.58,19.22,73.45,100.65,32.57,27.83,2.79,5.69,936416.1448430176,14.583333333333334,2.0
116,87.25,2.0,8.05,44.5,87.25,1.37,19.04,72.71,100.65,32.59,27.87,2.45,6.15,936444.2373273628,14.583333333333334,2.0
117,91.5,2.0,8.2,47.0,91.5,1.84,18.98,69.95,100.55,34.07,27.83,1.01,5.41,936472.3306544828,14.583333333333334,2.0
118,95.75,2.0,8.35,49.5,95.75,4.73,19.07,74.43,100.65,31.48,28.1,0.22,3.84,936500.4248244026,14.583333333333334,2.0
119,100.0,2.0,8.5,52.0,100.0,14.02,18.84,74.28,100.74,31.63,27.51,1.43,5.15,936528.5198371472,14.583333333333334,2.0
120,91.6666666666666,2.0,7.16666666666666,49.6666666666666,89.6666666666666,7.91,18.86,73.13,100.7,32.59,27.4,1.85,5.47,936556.6156927422,14.583333333333334,2.0
121,83.3333333333333,2.0,5.83333333333333,47.3333333333333,79.3333333333333,5.15,19.4,76.29,100.71,31.06,27.93,2.29,4.19,936584.7123912128,14.583333333333334,2.0
122,75.0,2.0,4.5,45.0,69.0,5.55,20.04,78.33,100.66,31.36,27.94,2.1,4.36,936612.8099325848,14.583333333333334,2.0
123,83.0,2.0,5.1,44.0,79.0,11.19,20.3,81.6,100.77,29.85,28.02,1.37,3.52,936640.9083168828,14.583333333333334,2.0
124,91.0,2.0,5.7,43.0,89.0,3.85,20.0,80.86,100.81,30.49,27.84,1.33,4.26,936669.0075441324,14.583333333333334,2.0
125,99.0,2.0,6.3,42.0,99.0,1.89,18.28,70.71,100.74,32.58,27.69,1.09,3.99,936697.1076143588,14.583333333333334,2.0
126,86.5555555555555,2.0,6.5,40.3333333333333,81.6666666666666,0.41,19.26,75.28,100.59,31.28,27.88,2.76,4.88,936725.2085275872,14.583333333333334,2.0
127,74.1111111111111,2.0,6.7,38.6666666666666,64.3333333333333,13.35,20.23,81.58,100.53,30.09,27.76,2.18,4.13,936753.310283843,14.583333333333334,2.0
128,61.6666666666666,2.0,6.9,37.0,47.0,11.83,20.43,83.89,100.59,29.64,27.44,1.79,4.24,936781.4128831514,14.583333333333334,2.0
129,63.0,2.0,11.975,35.5,52.0,12.43,20.07,80.64,100.55,30.25,27.8,0.91,3.77,936809.516325538,14.583333333333334,2.0
130,64.3333333333333,2.0,17.0499999999999,34.0,57.0,18.33,19.98,80.24,100.54,30.41,27.47,2.46,5.52,936837.6206110278,14.583333333333334,2.0
131,65.6666666666666,2.0,22.1249999999999,32.5,62.0,3.06,19.58,75.68,100.52,31.14,28.21,2.8,5.01,936865.725739646,14.583333333333334,2.0
132,67.0,2.0,27.2,31.0,67.0,0.97,20.17,78.84,100.49,30.95,28.29,2.6,5.13,936893.8317114183,14.583333333333334,2.0
133,63.5,2.0,18.1,32.0,63.5,2.87,20.63,80.41,100.42,30.97,28.07,2.33,4.88,936921.9385263696,14.583333333333334,2.0
134,60.0,2.0,9.0,33.0,60.0,7.26,20.79,81.74,100.42,30.7,28.05,3.52,5.16,936950.0461845256,14.583333333333334,2.0
135,63.6,2.0,8.6,34.8,63.6,10.63,19.86,79.51,100.55,31.03,27.08,3.04,5.49,936978.154685911,14.583333333333334,2.0
136,67.2,2.0,8.2,36.6,67.2,7.74,18.8,79.82,100.67,30.13,26.13,2.93,7.21,937006.2640305517,14.583333333333334,2.0
137,70.8,2.0,7.8,38.4,70.8,9.42,19.84,81.09,100.53,29.82,27.73,2.96,6.48,937034.3742184726,14.583333333333334,2.0
138,74.4,2.0,7.4,40.2,74.4,11.41,20.16,83.21,100.39,29.61,27.37,3.38,6.15,937062.485249699,14.583333333333334,2.0
139,78.0,2.0,7.0,42.0,78.0,8.47,19.48,83.89,100.45,28.87,26.87,2.83,6.03,937090.5971242568,14.583333333333334,2.0
140,79.0,2.0,9.89999999999999,41.3333333333333,79.0,3.92,20.46,83.12,100.42,30.18,27.05,3.01,4.77,937118.7098421704,14.583333333333334,2.0
141,80.0,2.0,12.7999999999999,40.6666666666666,80.0,3.58,20.63,82.09,100.42,30.18,28.0,3.38,5.37,937146.8234034658,14.583333333333334,2.0
142,81.0,2.0,15.7,40.0,81.0,9.4,20.48,85.14,100.41,28.81,27.57,3.47,7.24,937174.9378081677,14.583333333333334,2.0
143,98.25,2.0,12.8999999999999,46.25,104.5,12.03,20.68,83.74,100.39,29.78,27.62,4.11,6.54,937203.0530563022,14.583333333333334,2.0
144,115.5,2.0,10.1,52.5,128.0,6.05,20.08,82.5,100.39,29.04,27.88,3.95,5.18,937231.1691478938,14.583333333333334,2.0
145,132.75,2.0,7.29999999999999,58.75,151.5,21.2,20.63,87.69,100.42,28.55,27.21,4.06,7.2,937259.2860829683,14.583333333333334,2.0
146,150.0,2.0,4.5,65.0,175.0,19.71,20.74,84.35,100.38,29.79,27.64,4.7,7.83,937287.4038615506,14.583333333333334,2.0
147,122.333333333333,2.0,7.5,55.6666666666666,139.0,34.92,21.31,85.61,100.42,29.87,28.0,5.14,7.22,937315.5224836664,14.583333333333334,2.0
148,94.6666666666666,2.0,10.5,46.3333333333333,103.0,42.4,20.53,84.93,100.44,29.44,27.61,4.71,6.73,937343.641949341,14.583333333333334,2.0
149,67.0,2.0,13.5,37.0,67.0,13.2,19.1,79.49,100.46,30.03,26.96,4.27,6.83,937371.7622586,14.583333333333334,2.0
150,64.0,2.175,11.95,36.0,62.0,54.1,19.52,84.81,100.47,28.75,26.58,4.09,8.06,937399.8834114674,14.583333333333334,2.0
151,61.0,2.35,10.4,35.0,57.0,13.18,18.63,80.36,100.64,28.9,26.52,3.7,8.61,937428.0054079696,14.583333333333334,2.0
152,58.0,2.525,8.85,34.0,52.0,13.31,19.46,82.66,100.59,29.34,27.03,4.88,6.77,937456.128248132,14.583333333333334,2.0
153,55.0,2.7,7.3,33.0,47.0,20.32,20.0,86.83,100.61,28.51,26.83,4.79,6.67,937484.2519319794,14.583333333333334,2.0
154,61.3333333333333,2.46666666666666,6.36666666666666,33.6666666666666,56.0,11.48,20.16,87.13,100.61,28.65,26.77,3.88,5.21,937512.3764595377,14.583333333333334,2.0
155,67.6666666666666,2.23333333333333,5.43333333333333,34.3333333333333,65.0,15.21,19.22,82.51,100.67,29.28,26.35,3.63,5.1,937540.5018308312,14.583333333333334,2.0
156,74.0,2.0,4.5,35.0,74.0,0.92,19.41,82.7,100.6,29.46,26.56,3.92,5.82,937568.6280458864,14.583333333333334,2.0
157,75.0,2.1,4.8,35.0,75.0,2.45,19.44,82.88,100.56,29.05,26.81,4.32,5.39,937596.7551047276,14.583333333333334,2.0
158,76.0,2.2,5.1,35.0,76.0,22.85,19.08,81.87,100.58,28.96,26.65,4.78,8.01,937624.8830073808,14.583333333333334,2.0
159,77.0,2.3,5.4,35.0,77.0,10.9,19.07,82.73,100.53,28.85,26.64,4.23,6.44,937653.0117538708,14.583333333333334,2.0
160,78.0,2.4,5.7,35.0,78.0,9.14,19.72,84.87,100.46,28.91,26.72,4.5,6.39,937681.1413442238,14.583333333333334,2.0
161,83.5,2.2,5.9,39.5,83.5,7.13,20.29,86.46,100.42,28.98,26.75,3.39,5.83,937709.271778464,14.583333333333334,2.0
162,89.0,2.0,6.1,44.0,89.0,13.85,20.64,88.0,100.55,28.97,26.96,3.05,5.75,937737.4030566172,14.583333333333334,2.0
163,81.0,2.0,7.89999999999999,35.0,81.0,4.62,20.73,88.75,100.56,28.87,26.9,2.23,5.16,937765.5351787092,14.583333333333334,2.0
164,73.0,2.0,9.7,26.0,73.0,1.9,20.23,88.4,100.62,28.14,26.82,2.92,5.82,937793.668144764,14.583333333333334,2.0
165,77.6666666666666,2.0,8.26666666666666,27.6666666666666,77.6666666666666,3.57,19.51,84.08,100.56,28.98,26.29,1.27,5.18,937821.8019548088,14.583333333333334,2.0
166,82.3333333333333,2.0,6.83333333333333,29.3333333333333,82.3333333333333,2.11,19.94,86.72,100.49,28.73,26.35,2.67,5.15,937849.9366088673,14.583333333333334,2.0
167,87.0,2.0,5.4,31.0,87.0,1.42,20.16,86.18,100.46,29.04,26.76,2.99,5.18,937878.0721069656,14.583333333333334,2.0
168,80.0,2.0,5.1,33.3333333333333,80.0,3.22,20.05,87.6,100.5,28.51,26.58,1.52,4.67,937906.2084491288,14.583333333333334,2.0
169,73.0,2.0,4.8,35.6666666666666,73.0,7.28,20.17,88.73,100.55,28.35,26.37,2.28,4.51,937934.3456353822,14.583333333333334,2.0
170,66.0,2.0,4.5,38.0,66.0,10.11,20.24,87.21,100.61,28.88,26.64,2.8,5.06,937962.4836657514,14.583333333333334,2.0
171,61.5,2.0,4.5,35.0,61.5,15.53,20.4,88.7,100.61,28.37,26.7,3.69,6.3,937990.6225402616,14.583333333333334,2.0
