LAT,LON,DATE,HOUR,SO2,NO2,RSPM,SPM,Precipitation,Specific Humidity,Relative Humidity,Surface Pressure,Wind Speed Min,Wind Speed Max,T Min,T Max,Pop,I No,Micro M,Medium M,Small M,Micro S,Medium S,Small S
9.96521,76.29201,25-08-2017,2,2,4.5,29,55,1.14,19.51,90.17,100.42,3.36,5.73,25,31,939708.6912,15,984,4,186,885,9,174
9.96521,76.29201,25-08-2017,3,2,19.4,18,31,1.14,19.51,90.17,100.42,3.36,5.73,25,31,939708.6912,15,984,4,186,885,9,174
9.96521,76.29201,25-08-2017,4,2,4.5,18,31,1.14,19.51,90.17,100.42,3.36,5.73,25,31,939708.6912,15,984,4,186,885,9,174
9.96521,76.29201,25-08-2017,5,2,4.5,39,61,1.14,19.51,90.17,100.42,3.36,5.73,25,31,939708.6912,15,984,4,186,885,9,174
9.96521,76.29201,25-08-2017,6,2,27.1,39,61,1.14,19.51,90.17,100.42,3.36,5.73,25,31,939708.6912,15,984,4,186,885,9,174
9.96521,76.29201,30-08-2017,1,2,22.6,42,105,4.23,19.54,89.19,100.47,1.8,4.95,24,31,939849.6559,15,984,4,186,885,9,174
9.96521,76.29201,30-08-2017,2,2,4.5,42,105,4.23,19.54,89.19,100.47,1.8,4.95,24,31,939849.6559,15,984,4,186,885,9,174
9.96521,76.29201,30-08-2017,3,2,4.5,29,61,4.23,19.54,89.19,100.47,1.8,4.95,24,31,939849.6559,15,984,4,186,885,9,174
9.96521,76.29201,30-08-2017,4,2,20.4,29,61,4.23,19.54,89.19,100.47,1.8,4.95,24,31,939849.6559,15,984,4,186,885,9,174
9.96521,76.29201,30-08-2017,5,2,4.5,52,72,4.23,19.54,89.19,100.47,1.8,4.95,24,31,939849.6559,15,984,4,186,885,9,174
9.96521,76.29201,30-08-2017,6,2,31,52,72,4.23,19.54,89.19,100.47,1.8,4.95,24,31,939849.6559,15,984,4,186,885,9,174
9.96521,76.29201,07-09-2017,1,2,25.5,41,79,13.58,19.17,88.86,100.38,1.79,3.02,25,32,940047.0421,15,984,4,186,885,9,174
9.96521,76.29201,07-09-2017,2,2,4.5,41,79,13.58,19.17,88.86,100.38,1.79,3.02,25,32,940047.0421,15,984,4,186,885,9,174
9.96521,76.29201,07-09-2017,3,2,4.5,19,48,13.58,19.17,88.86,100.38,1.79,3.02,25,32,940047.0421,15,984,4,186,885,9,174
9.96521,76.29201,07-09-2017,4,2,27.5,19,48,13.58,19.17,88.86,100.38,1.79,3.02,25,32,940047.0421,15,984,4,186,885,9,174
9.96521,76.29201,07-09-2017,5,2,4.5,21,45,13.58,19.17,88.86,100.38,1.79,3.02,25,32,940047.0421,15,984,4,186,885,9,174
9.96521,76.29201,07-09-2017,6,2,28.1,21,45,13.58,19.17,88.86,100.38,1.79,3.02,25,32,940047.0421,15,984,4,186,885,9,174
9.96521,76.29201,13-09-2017,1,2,22.9,33,61,20.02,20.11,89.56,100.5,4.1,8.05,25,31,940216.2633,15,984,4,186,885,9,174
9.96521,76.29201,13-09-2017,2,2,4.5,33,61,20.02,20.11,89.56,100.5,4.1,8.05,25,31,940216.2633,15,984,4,186,885,9,174
9.96521,76.29201,13-09-2017,3,2,19.7,33,136,20.02,20.11,89.56,100.5,4.1,8.05,25,31,940216.2633,15,984,4,186,885,9,174
9.96521,76.29201,13-09-2017,4,2,13.6,33,136,20.02,20.11,89.56,100.5,4.1,8.05,25,31,940216.2633,15,984,4,186,885,9,174
9.96521,76.29201,13-09-2017,5,2,13.3,14,23,20.02,20.11,89.56,100.5,4.1,8.05,25,31,940216.2633,15,984,4,186,885,9,174
9.96521,76.29201,13-09-2017,6,4.9,13.9,14,23,20.02,20.11,89.56,100.5,4.1,8.05,25,31,940216.2633,15,984,4,186,885,9,174
9.96521,76.29201,15-09-2017,1,2,42,47,65,9.15,19.22,85.9,100.53,2.1,5.34,23,32,940272.6771,15,984,4,186,885,9,174
9.96521,76.29201,15-09-2017,2,2,4.5,47,65,9.15,19.22,85.9,100.53,2.1,5.34,23,32,940272.6771,15,984,4,186,885,9,174
9.96521,76.29201,15-09-2017,3,2,37.5,52,138,9.15,19.22,85.9,100.53,2.1,5.34,23,32,940272.6771,15,984,4,186,885,9,174
9.96521,76.29201,15-09-2017,4,2,4.5,52,138,9.15,19.22,85.9,100.53,2.1,5.34,23,32,940272.6771,15,984,4,186,885,9,174
9.96521,76.29201,15-09-2017,5,2,4.5,39,50,9.15,19.22,85.9,100.53,2.1,5.34,23,32,940272.6771,15,984,4,186,885,9,174
9.96521,76.29201,15-09-2017,6,2,4.5,39,50,9.15,19.22,85.9,100.53,2.1,5.34,23,32,940272.6771,15,984,4,186,885,9,174
9.96521,76.29201,18-09-2017,1,2,38.1,40,68,7.6,19.23,87.39,100.83,4.11,6.52,24,32,940357.3042,15,984,4,186,885,9,174
9.96521,76.29201,18-09-2017,2,2,4.5,40,68,7.6,19.23,87.39,100.83,4.11,6.52,24,32,940357.3042,15,984,4,186,885,9,174
9.96521,76.29201,18-09-2017,3,2,20.7,40,54,7.6,19.23,87.39,100.83,4.11,6.52,24,32,940357.3042,15,984,4,186,885,9,174
9.96521,76.29201,18-09-2017,4,2,4.5,40,54,7.6,19.23,87.39,100.83,4.11,6.52,24,32,940357.3042,15,984,4,186,885,9,174
9.96521,76.29201,18-09-2017,5,2,4.5,44,64,7.6,19.23,87.39,100.83,4.11,6.52,24,32,940357.3042,15,984,4,186,885,9,174
9.96521,76.29201,18-09-2017,6,2,4.5,44,64,7.6,19.23,87.39,100.83,4.11,6.52,24,32,940357.3042,15,984,4,186,885,9,174
9.96521,76.29201,21-09-2017,1,2,9,50,96,2.48,18.63,83.7,100.59,4.87,7.26,25,30,940441.9389,15,984,4,186,885,9,174
9.96521,76.29201,21-09-2017,2,2,4.5,50,96,2.48,18.63,83.7,100.59,4.87,7.26,25,30,940441.9389,15,984,4,186,885,9,174
9.96521,76.29201,21-09-2017,3,2,13.3,28,66,2.48,18.63,83.7,100.59,4.87,7.26,25,30,940441.9389,15,984,4,186,885,9,174
9.96521,76.29201,21-09-2017,4,2,4.5,28,66,2.48,18.63,83.7,100.59,4.87,7.26,25,30,940441.9389,15,984,4,186,885,9,174
9.96521,76.29201,21-09-2017,5,2,4.5,46,81,2.48,18.63,83.7,100.59,4.87,7.26,25,30,940441.9389,15,984,4,186,885,9,174
9.96521,76.29201,21-09-2017,6,2,4.5,46,81,2.48,18.63,83.7,100.59,4.87,7.26,25,30,940441.9389,15,984,4,186,885,9,174
9.96521,76.29201,25-09-2017,1,2,16.5,19,57,2.97,18.66,83.8,100.54,2.89,4.94,26,32,940554.797,15,984,4,186,885,9,174
9.96521,76.29201,25-09-2017,2,2,4.5,19,57,2.97,18.66,83.8,100.54,2.89,4.94,26,32,940554.797,15,984,4,186,885,9,174
9.96521,76.29201,25-09-2017,3,2,4.5,25,52,2.97,18.66,83.8,100.54,2.89,4.94,26,32,940554.797,15,984,4,186,885,9,174
9.96521,76.29201,25-09-2017,4,2,14.5,25,52,2.97,18.66,83.8,100.54,2.89,4.94,26,32,940554.797,15,984,4,186,885,9,174
9.96521,76.29201,25-09-2017,5,2,4.5,21,53,2.97,18.66,83.8,100.54,2.89,4.94,26,32,940554.797,15,984,4,186,885,9,174
9.96521,76.29201,25-09-2017,6,2,12.3,21,53,2.97,18.66,83.8,100.54,2.89,4.94,26,32,940554.797,15,984,4,186,885,9,174
9.96521,76.29201,27-09-2017,1,2,17.8,43,86,12.75,19.22,87.29,100.53,2.97,4.66,25,32,940611.2311,15,984,4,186,885,9,174
9.96521,76.29201,27-09-2017,2,2,10,43,86,12.75,19.22,87.29,100.53,2.97,4.66,25,32,940611.2311,15,984,4,186,885,9,174
9.96521,76.29201,27-09-2017,3,2,10,19,79,12.75,19.22,87.29,100.53,2.97,4.66,25,32,940611.2311,15,984,4,186,885,9,174
9.96521,76.29201,27-09-2017,4,2,4.5,19,79,12.75,19.22,87.29,100.53,2.97,4.66,25,32,940611.2311,15,984,4,186,885,9,174
9.96521,76.29201,27-09-2017,5,2,4.5,30,56,12.75,19.22,87.29,100.53,2.97,4.66,25,32,940611.2311,15,984,4,186,885,9,174
9.96521,76.29201,27-09-2017,6,2,14.2,30,56,12.75,19.22,87.29,100.53,2.97,4.66,25,32,940611.2311,15,984,4,186,885,9,174
9.96521,76.29201,03-10-2017,1,4.3,12,53,132,1.7,19.72,85.68,100.42,2.7,5.28,24,31,940780.5538,15,984,4,186,885,9,174
9.96521,76.29201,03-10-2017,2,2,4.5,53,132,1.7,19.72,85.68,100.42,2.7,5.28,24,31,940780.5538,15,984,4,186,885,9,174
9.96521,76.29201,03-10-2017,3,2,4.5,34,118,1.7,19.72,85.68,100.42,2.7,5.28,24,31,940780.5538,15,984,4,186,885,9,174
9.96521,76.29201,03-10-2017,4,2,11.3,34,118,1.7,19.72,85.68,100.42,2.7,5.28,24,31,940780.5538,15,984,4,186,885,9,174
9.96521,76.29201,03-10-2017,5,2,10.7,57,67,1.7,19.72,85.68,100.42,2.7,5.28,24,31,940780.5538,15,984,4,186,885,9,174
9.96521,76.29201,03-10-2017,6,4.9,20.4,57,67,1.7,19.72,85.68,100.42,2.7,5.28,24,31,940780.5538,15,984,4,186,885,9,174
9.96521,76.29201,05-10-2017,1,2,15.5,90,181,11.93,19.93,87.71,100.32,2.03,4.29,26,32,940837.0015,15,984,4,186,885,9,174
9.96521,76.29201,05-10-2017,2,2,4.5,90,181,11.93,19.93,87.71,100.32,2.03,4.29,26,32,940837.0015,15,984,4,186,885,9,174
9.96521,76.29201,05-10-2017,3,2,4.5,59,154,11.93,19.93,87.71,100.32,2.03,4.29,26,32,940837.0015,15,984,4,186,885,9,174
9.96521,76.29201,05-10-2017,4,2,17.5,59,154,11.93,19.93,87.71,100.32,2.03,4.29,26,32,940837.0015,15,984,4,186,885,9,174
9.96521,76.29201,05-10-2017,5,2,4.5,48,101,11.93,19.93,87.71,100.32,2.03,4.29,26,32,940837.0015,15,984,4,186,885,9,174
9.96521,76.29201,05-10-2017,6,2,35.2,48,101,11.93,19.93,87.71,100.32,2.03,4.29,26,32,940837.0015,15,984,4,186,885,9,174
9.96521,76.29201,09-10-2017,1,2,22.6,113,297,1.04,19.48,85.51,100.31,3.13,4.19,25,32,940949.907,15,984,4,186,885,9,174
9.96521,76.29201,09-10-2017,2,2,4.5,113,297,1.04,19.48,85.51,100.31,3.13,4.19,25,32,940949.907,15,984,4,186,885,9,174
9.96521,76.29201,09-10-2017,3,2,4.5,64,143,1.04,19.48,85.51,100.31,3.13,4.19,25,32,940949.907,15,984,4,186,885,9,174
9.96521,76.29201,09-10-2017,4,2,25.9,64,143,1.04,19.48,85.51,100.31,3.13,4.19,25,32,940949.907,15,984,4,186,885,9,174
9.96521,76.29201,09-10-2017,5,2,4.5,91,120,1.04,19.48,85.51,100.31,3.13,4.19,25,32,940949.907,15,984,4,186,885,9,174
9.96521,76.29201,09-10-2017,6,2,15.5,91,120,1.04,19.48,85.51,100.31,3.13,4.19,25,32,940949.907,15,984,4,186,885,9,174
9.96521,76.29201,12-10-2017,1,2,15,19,33,8.96,19.31,84.21,100.44,0.89,3.64,25,32,941034.5951,15,984,4,186,885,9,174
9.96521,76.29201,12-10-2017,2,2,4.5,19,33,8.96,19.31,84.21,100.44,0.89,3.64,25,32,941034.5951,15,984,4,186,885,9,174
9.96521,76.29201,12-10-2017,3,2,4.5,17,37,8.96,19.31,84.21,100.44,0.89,3.64,25,32,941034.5951,15,984,4,186,885,9,174
9.96521,76.29201,12-10-2017,4,2,4.5,17,37,8.96,19.31,84.21,100.44,0.89,3.64,25,32,941034.5951,15,984,4,186,885,9,174
9.96521,76.29201,12-10-2017,5,2,20.8,24,42,8.96,19.31,84.21,100.44,0.89,3.64,25,32,941034.5951,15,984,4,186,885,9,174
9.96521,76.29201,12-10-2017,6,2,19.2,24,42,8.96,19.31,84.21,100.44,0.89,3.64,25,32,941034.5951,15,984,4,186,885,9,174
9.96521,76.29201,20-11-2017,1,2,11.5,30,47,19.1,19.34,86.1,100.7,0.75,4.12,24,32,942107.9701,15,984,4,186,885,9,174
9.96521,76.29201,20-11-2017,2,2,4.5,30,47,19.1,19.34,86.1,100.7,0.75,4.12,24,32,942107.9701,15,984,4,186,885,9,174
9.96521,76.29201,20-11-2017,3,2,4.5,18,37,19.1,19.34,86.1,100.7,0.75,4.12,24,32,942107.9701,15,984,4,186,885,9,174
9.96521,76.29201,20-11-2017,4,2,4.5,18,37,19.1,19.34,86.1,100.7,0.75,4.12,24,32,942107.9701,15,984,4,186,885,9,174
9.96521,76.29201,20-11-2017,5,2,14.4,17,36,19.1,19.34,86.1,100.7,0.75,4.12,24,32,942107.9701,15,984,4,186,885,9,174
9.96521,76.29201,20-11-2017,6,2,27.5,17,36,19.1,19.34,86.1,100.7,0.75,4.12,24,32,942107.9701,15,984,4,186,885,9,174
9.96521,76.29201,23-11-2017,1,2,4.5,23,63,1.12,17.62,74.22,100.57,0.34,2.57,24,33,942192.7624,15,984,4,186,885,9,174
9.96521,76.29201,23-11-2017,2,2,13.8,23,63,1.12,17.62,74.22,100.57,0.34,2.57,24,33,942192.7624,15,984,4,186,885,9,174
9.96521,76.29201,23-11-2017,3,2,4.5,26,54,1.12,17.62,74.22,100.57,0.34,2.57,24,33,942192.7624,15,984,4,186,885,9,174
9.96521,76.29201,23-11-2017,4,2,14.4,26,54,1.12,17.62,74.22,100.57,0.34,2.57,24,33,942192.7624,15,984,4,186,885,9,174
9.96521,76.29201,23-11-2017,5,2,18.9,10,35,1.12,17.62,74.22,100.57,0.34,2.57,24,33,942192.7624,15,984,4,186,885,9,174
9.96521,76.29201,23-11-2017,6,5.6,4.5,10,35,1.12,17.62,74.22,100.57,0.34,2.57,24,33,942192.7624,15,984,4,186,885,9,174
9.96521,76.29201,27-11-2017,1,2,4.5,32,41,8.61,18.41,84.42,100.71,1.53,3.58,25,31,942305.8306,15,984,4,186,885,9,174
9.96521,76.29201,27-11-2017,2,4.4,4.5,32,41,8.61,18.41,84.42,100.71,1.53,3.58,25,31,942305.8306,15,984,4,186,885,9,174
9.96521,76.29201,27-11-2017,3,2,15.7,18,31,8.61,18.41,84.42,100.71,1.53,3.58,25,31,942305.8306,15,984,4,186,885,9,174
9.96521,76.29201,27-11-2017,4,4.4,9.3,18,31,8.61,18.41,84.42,100.71,1.53,3.58,25,31,942305.8306,15,984,4,186,885,9,174
9.96521,76.29201,27-11-2017,5,2,10.6,22,53,8.61,18.41,84.42,100.71,1.53,3.58,25,31,942305.8306,15,984,4,186,885,9,174
9.96521,76.29201,27-11-2017,6,5,4.5,22,53,8.61,18.41,84.42,100.71,1.53,3.58,25,31,942305.8306,15,984,4,186,885,9,174
9.96521,76.29201,29-11-2017,1,2,10.6,46,75,2.42,18.42,77.05,100.59,0.2,4.95,25,32,942362.3698,15,984,4,186,885,9,174
9.96521,76.29201,29-11-2017,2,2,4.5,46,75,2.42,18.42,77.05,100.59,0.2,4.95,25,32,942362.3698,15,984,4,186,885,9,174
9.96521,76.29201,29-11-2017,3,2,22.4,25,57,2.42,18.42,77.05,100.59,0.2,4.95,25,32,942362.3698,15,984,4,186,885,9,174
9.96521,76.29201,29-11-2017,4,4.4,13.8,25,57,2.42,18.42,77.05,100.59,0.2,4.95,25,32,942362.3698,15,984,4,186,885,9,174
9.96521,76.29201,29-11-2017,5,2,4.5,45,52,2.42,18.42,77.05,100.59,0.2,4.95,25,32,942362.3698,15,984,4,186,885,9,174
9.96521,76.29201,29-11-2017,6,2,11.2,45,52,2.42,18.42,77.05,100.59,0.2,4.95,25,32,942362.3698,15,984,4,186,885,9,174
9.96521,76.29201,04-12-2017,1,2,11.5,37,68,0.15,17.69,79.46,100.67,2.48,3.7,24,32,942503.7326,15,984,4,186,885,9,174
9.96521,76.29201,04-12-2017,2,4.4,10.6,37,68,0.15,17.69,79.46,100.67,2.48,3.7,24,32,942503.7326,15,984,4,186,885,9,174
9.96521,76.29201,04-12-2017,3,5.6,4.5,14,47,0.15,17.69,79.46,100.67,2.48,3.7,24,32,942503.7326,15,984,4,186,885,9,174
9.96521,76.29201,04-12-2017,4,2,4.5,14,47,0.15,17.69,79.46,100.67,2.48,3.7,24,32,942503.7326,15,984,4,186,885,9,174
9.96521,76.29201,04-12-2017,5,2,4.5,32,40,0.15,17.69,79.46,100.67,2.48,3.7,24,32,942503.7326,15,984,4,186,885,9,174
9.96521,76.29201,04-12-2017,6,2,4.5,32,40,0.15,17.69,79.46,100.67,2.48,3.7,24,32,942503.7326,15,984,4,186,885,9,174
9.96521,76.29201,06-12-2017,1,2,15.7,13,54,0.08,16.98,79.67,100.6,1.34,3.87,24,31,942560.2837,15,984,4,186,885,9,174
9.96521,76.29201,06-12-2017,2,2,9.6,13,54,0.08,16.98,79.67,100.6,1.34,3.87,24,31,942560.2837,15,984,4,186,885,9,174
9.96521,76.29201,06-12-2017,3,2,4.5,40,72,0.08,16.98,79.67,100.6,1.34,3.87,24,31,942560.2837,15,984,4,186,885,9,174
9.96521,76.29201,06-12-2017,4,2,15.4,40,72,0.08,16.98,79.67,100.6,1.34,3.87,24,31,942560.2837,15,984,4,186,885,9,174
9.96521,76.29201,06-12-2017,5,4.4,40,28,50,0.08,16.98,79.67,100.6,1.34,3.87,24,31,942560.2837,15,984,4,186,885,9,174
9.96521,76.29201,06-12-2017,6,4.4,4.5,28,50,0.08,16.98,79.67,100.6,1.34,3.87,24,31,942560.2837,15,984,4,186,885,9,174
9.96521,76.29201,10-12-2017,1,2,4.5,57,114,4.36,17.38,77.78,100.79,0.52,2.72,26,32,942673.396,15,984,4,186,885,9,174
9.96521,76.29201,10-12-2017,2,2,4.5,57,114,4.36,17.38,77.78,100.79,0.52,2.72,26,32,942673.396,15,984,4,186,885,9,174
9.96521,76.29201,10-12-2017,3,2,10.6,36,112,4.36,17.38,77.78,100.79,0.52,2.72,26,32,942673.396,15,984,4,186,885,9,174
9.96521,76.29201,10-12-2017,4,2,13.4,36,112,4.36,17.38,77.78,100.79,0.52,2.72,26,32,942673.396,15,984,4,186,885,9,174
9.96521,76.29201,10-12-2017,5,2,21.8,74,164,4.36,17.38,77.78,100.79,0.52,2.72,26,32,942673.396,15,984,4,186,885,9,174
9.96521,76.29201,10-12-2017,6,5.6,4.5,74,164,4.36,17.38,77.78,100.79,0.52,2.72,26,32,942673.396,15,984,4,186,885,9,174
9.96521,76.29201,11-12-2017,1,4.4,4.5,156,225,4.87,17.63,79.76,100.93,1.08,3.22,25,30,942701.6762,15,984,4,186,885,9,174
9.96521,76.29201,11-12-2017,2,2,4.5,156,225,4.87,17.63,79.76,100.93,1.08,3.22,25,30,942701.6762,15,984,4,186,885,9,174
9.96521,76.29201,11-12-2017,3,2,4.5,86,102,4.87,17.63,79.76,100.93,1.08,3.22,25,30,942701.6762,15,984,4,186,885,9,174
9.96521,76.29201,11-12-2017,4,2,4.5,86,102,4.87,17.63,79.76,100.93,1.08,3.22,25,30,942701.6762,15,984,4,186,885,9,174
9.96521,76.29201,11-12-2017,5,5.6,4.5,97,106,4.87,17.63,79.76,100.93,1.08,3.22,25,30,942701.6762,15,984,4,186,885,9,174
9.96521,76.29201,11-12-2017,6,2,4.5,97,106,4.87,17.63,79.76,100.93,1.08,3.22,25,30,942701.6762,15,984,4,186,885,9,174
9.96521,76.29201,13-12-2017,1,5,29.1,94,105,7.71,18.2,83.87,100.94,2.02,4.14,25,31,942758.2392,15,984,4,186,885,9,174
9.96521,76.29201,13-12-2017,2,2,4.5,94,105,7.71,18.2,83.87,100.94,2.02,4.14,25,31,942758.2392,15,984,4,186,885,9,174
9.96521,76.29201,13-12-2017,3,2,4.5,35,66,7.71,18.2,83.87,100.94,2.02,4.14,25,31,942758.2392,15,984,4,186,885,9,174
9.96521,76.29201,13-12-2017,4,2,4.5,35,66,7.71,18.2,83.87,100.94,2.02,4.14,25,31,942758.2392,15,984,4,186,885,9,174
9.96521,76.29201,13-12-2017,5,2,4.5,31,81,7.71,18.2,83.87,100.94,2.02,4.14,25,31,942758.2392,15,984,4,186,885,9,174
9.96521,76.29201,13-12-2017,6,2,38.4,31,81,7.71,18.2,83.87,100.94,2.02,4.14,25,31,942758.2392,15,984,4,186,885,9,174
9.96521,76.29201,15-12-2017,1,10,33.6,113,193,0.17,16.33,71.29,100.87,0.1,2.67,24,32,942814.8055,15,984,4,186,885,9,174
9.96521,76.29201,15-12-2017,2,2,4.5,113,193,0.17,16.33,71.29,100.87,0.1,2.67,24,32,942814.8055,15,984,4,186,885,9,174
9.96521,76.29201,15-12-2017,3,2,4.5,89,180,0.17,16.33,71.29,100.87,0.1,2.67,24,32,942814.8055,15,984,4,186,885,9,174
9.96521,76.29201,15-12-2017,4,5,46.4,89,180,0.17,16.33,71.29,100.87,0.1,2.67,24,32,942814.8055,15,984,4,186,885,9,174
9.96521,76.29201,15-12-2017,5,2,4.5,107,141,0.17,16.33,71.29,100.87,0.1,2.67,24,32,942814.8055,15,984,4,186,885,9,174
9.96521,76.29201,15-12-2017,6,2,70.4,107,141,0.17,16.33,71.29,100.87,0.1,2.67,24,32,942814.8055,15,984,4,186,885,9,174
9.96521,76.29201,16-12-2017,1,2,4.5,56,72,0.19,16.7,71.25,100.89,0.19,4.72,25,33,942843.09,15,984,4,186,885,9,174
9.96521,76.29201,16-12-2017,2,5.6,11.5,56,72,0.19,16.7,71.25,100.89,0.19,4.72,25,33,942843.09,15,984,4,186,885,9,174
9.96521,76.29201,16-12-2017,3,2,36.8,21,50,0.19,16.7,71.25,100.89,0.19,4.72,25,33,942843.09,15,984,4,186,885,9,174
9.96521,76.29201,16-12-2017,4,5.6,20.8,21,50,0.19,16.7,71.25,100.89,0.19,4.72,25,33,942843.09,15,984,4,186,885,9,174
9.96521,76.29201,16-12-2017,5,4.4,4.5,21,90,0.19,16.7,71.25,100.89,0.19,4.72,25,33,942843.09,15,984,4,186,885,9,174
9.96521,76.29201,16-12-2017,6,2,19.2,21,90,0.19,16.7,71.25,100.89,0.19,4.72,25,33,942843.09,15,984,4,186,885,9,174
9.96521,76.29201,18-12-2017,1,2,33.9,70,151,0,13.85,63.55,101.04,0.18,5.03,24,31,942899.6614,15,984,4,186,885,9,174
9.96521,76.29201,18-12-2017,2,2,4.5,70,151,0,13.85,63.55,101.04,0.18,5.03,24,31,942899.6614,15,984,4,186,885,9,174
9.96521,76.29201,18-12-2017,3,2,4.5,70,119,0,13.85,63.55,101.04,0.18,5.03,24,31,942899.6614,15,984,4,186,885,9,174
9.96521,76.29201,18-12-2017,4,2,43.9,70,119,0,13.85,63.55,101.04,0.18,5.03,24,31,942899.6614,15,984,4,186,885,9,174
9.96521,76.29201,18-12-2017,5,2,4.5,49,84,0,13.85,63.55,101.04,0.18,5.03,24,31,942899.6614,15,984,4,186,885,9,174
9.96521,76.29201,18-12-2017,6,2,4.5,49,84,0,13.85,63.55,101.04,0.18,5.03,24,31,942899.6614,15,984,4,186,885,9,174
9.96521,76.29201,20-12-2017,1,2,37.8,89,160,0.11,16.47,70.91,100.92,0.36,4.81,25,32,942956.2362,15,984,4,186,885,9,174
9.96521,76.29201,20-12-2017,2,2,4.5,89,160,0.11,16.47,70.91,100.92,0.36,4.81,25,32,942956.2362,15,984,4,186,885,9,174
9.96521,76.29201,20-12-2017,3,2,4.5,68,164,0.11,16.47,70.91,100.92,0.36,4.81,25,32,942956.2362,15,984,4,186,885,9,174
9.96521,76.29201,20-12-2017,4,2,4.5,68,164,0.11,16.47,70.91,100.92,0.36,4.81,25,32,942956.2362,15,984,4,186,885,9,174
9.96521,76.29201,20-12-2017,5,5,4.5,59,116,0.11,16.47,70.91,100.92,0.36,4.81,25,32,942956.2362,15,984,4,186,885,9,174
9.96521,76.29201,20-12-2017,6,4.4,54.1,59,116,0.11,16.47,70.91,100.92,0.36,4.81,25,32,942956.2362,15,984,4,186,885,9,174
9.96521,76.29201,22-12-2017,1,2,4.5,70,149,0.06,15.66,69.12,100.82,0.28,4.27,24,33,943012.8145,15,984,4,186,885,9,174
9.96521,76.29201,22-12-2017,2,4.4,4.5,70,149,0.06,15.66,69.12,100.82,0.28,4.27,24,33,943012.8145,15,984,4,186,885,9,174
9.96521,76.29201,22-12-2017,3,2,4.5,69,145,0.06,15.66,69.12,100.82,0.28,4.27,24,33,943012.8145,15,984,4,186,885,9,174
9.96521,76.29201,22-12-2017,4,2,39.4,69,145,0.06,15.66,69.12,100.82,0.28,4.27,24,33,943012.8145,15,984,4,186,885,9,174
9.96521,76.29201,22-12-2017,5,2,4.5,38,77,0.06,15.66,69.12,100.82,0.28,4.27,24,33,943012.8145,15,984,4,186,885,9,174
9.96521,76.29201,22-12-2017,6,6.8,35.9,38,77,0.06,15.66,69.12,100.82,0.28,4.27,24,33,943012.8145,15,984,4,186,885,9,174
9.96521,76.29201,24-12-2017,1,8.1,4.5,38,70,0,13.96,61.74,100.68,0.33,4.65,24,32,943069.3961,15,984,4,186,885,9,174
9.96521,76.29201,24-12-2017,2,6.2,14.4,38,70,0,13.96,61.74,100.68,0.33,4.65,24,32,943069.3961,15,984,4,186,885,9,174
9.96521,76.29201,24-12-2017,3,2,14.1,24,54,0,13.96,61.74,100.68,0.33,4.65,24,32,943069.3961,15,984,4,186,885,9,174
9.96521,76.29201,24-12-2017,4,4.4,11.5,24,54,0,13.96,61.74,100.68,0.33,4.65,24,32,943069.3961,15,984,4,186,885,9,174
9.96521,76.29201,24-12-2017,5,6.2,4.5,60,83,0,13.96,61.74,100.68,0.33,4.65,24,32,943069.3961,15,984,4,186,885,9,174
9.96521,76.29201,24-12-2017,6,6.8,4.5,60,83,0,13.96,61.74,100.68,0.33,4.65,24,32,943069.3961,15,984,4,186,885,9,174
9.96521,76.29201,26-12-2017,1,2,27.2,66,119,0,15.68,66.7,100.75,0.81,2.95,23,33,943125.9811,15,984,4,186,885,9,174
9.96521,76.29201,26-12-2017,2,6.2,4.5,66,119,0,15.68,66.7,100.75,0.81,2.95,23,33,943125.9811,15,984,4,186,885,9,174
9.96521,76.29201,26-12-2017,3,4.4,4.5,88,128,0,15.68,66.7,100.75,0.81,2.95,23,33,943125.9811,15,984,4,186,885,9,174
9.96521,76.29201,26-12-2017,4,5.6,36.8,88,128,0,15.68,66.7,100.75,0.81,2.95,23,33,943125.9811,15,984,4,186,885,9,174
9.96521,76.29201,26-12-2017,5,2,4.5,60,100,0,15.68,66.7,100.75,0.81,2.95,23,33,943125.9811,15,984,4,186,885,9,174
9.96521,76.29201,26-12-2017,6,2,4.5,60,100,0,15.68,66.7,100.75,0.81,2.95,23,33,943125.9811,15,984,4,186,885,9,174
9.96521,76.29201,28-12-2017,1,4.4,17.3,81,158,0,13.31,64.92,100.71,2.28,4.95,24,32,943182.5695,15,984,4,186,885,9,174
9.96521,76.29201,28-12-2017,2,6.2,4.5,81,158,0,13.31,64.92,100.71,2.28,4.95,24,32,943182.5695,15,984,4,186,885,9,174
9.96521,76.29201,28-12-2017,3,8.1,4.5,80,135,0,13.31,64.92,100.71,2.28,4.95,24,32,943182.5695,15,984,4,186,885,9,174
9.96521,76.29201,28-12-2017,4,2,20.2,80,135,0,13.31,64.92,100.71,2.28,4.95,24,32,943182.5695,15,984,4,186,885,9,174
9.96521,76.29201,28-12-2017,5,2,4.5,97,132,0,13.31,64.92,100.71,2.28,4.95,24,32,943182.5695,15,984,4,186,885,9,174
9.96521,76.29201,28-12-2017,6,2,31.7,97,132,0,13.31,64.92,100.71,2.28,4.95,24,32,943182.5695,15,984,4,186,885,9,174
9.96521,76.29201,30-12-2017,1,8.1,24,38,207,0,13.24,58.93,100.75,0.54,3.36,23,31,943239.1613,15,984,4,186,885,9,174
