LAT,LON,DATE,HOUR,SO2,NO2,RSPM,SPM,Precipitation,Specific Humidity,Relative Humidity,Surface Pressure,Wind Speed Min,Wind Speed Max,T Min,T Max,Pop,I No,Micro M,Medium M,Small M,Micro S,Medium S,Small S
9.96521,76.29201,03-01-2017,1,2,4.5,116,158,0,15.12,65.37,100.87,0.32,4.47,23,33,933191.1239,15,984,4,186,885,9,174
9.96521,76.29201,03-01-2017,2,2,30.1,116,158,0,15.12,65.37,100.87,0.32,4.47,23,33,933191.1239,15,984,4,186,885,9,174
9.96521,76.29201,03-01-2017,3,2,4.5,84,150,0,15.12,65.37,100.87,0.32,4.47,23,33,933191.1239,15,984,4,186,885,9,174
9.96521,76.29201,03-01-2017,4,2,22.2,84,150,0,15.12,65.37,100.87,0.32,4.47,23,33,933191.1239,15,984,4,186,885,9,174
9.96521,76.29201,03-01-2017,5,2,4.5,106,189,0,15.12,65.37,100.87,0.32,4.47,23,33,933191.1239,15,984,4,186,885,9,174
9.96521,76.29201,03-01-2017,6,2,27.1,106,189,0,15.12,65.37,100.87,0.32,4.47,23,33,933191.1239,15,984,4,186,885,9,174
9.96521,76.29201,09-01-2017,1,2,19.9,88,162,0,15.12,67.4,100.65,0.64,4.31,24,31,933359.1109,15,984,4,186,885,9,174
9.96521,76.29201,09-01-2017,2,2,4.5,88,162,0,15.12,67.4,100.65,0.64,4.31,24,31,933359.1109,15,984,4,186,885,9,174
9.96521,76.29201,09-01-2017,3,2,13.5,91,150,0,15.12,67.4,100.65,0.64,4.31,24,31,933359.1109,15,984,4,186,885,9,174
9.96521,76.29201,09-01-2017,4,2,4.5,91,150,0,15.12,67.4,100.65,0.64,4.31,24,31,933359.1109,15,984,4,186,885,9,174
9.96521,76.29201,09-01-2017,5,2,18.1,78,135,0,15.12,67.4,100.65,0.64,4.31,24,31,933359.1109,15,984,4,186,885,9,174
9.96521,76.29201,09-01-2017,6,5.5,4.5,78,135,0,15.12,67.4,100.65,0.64,4.31,24,31,933359.1109,15,984,4,186,885,9,174
9.96521,76.29201,12-01-2017,1,2,19.6,42,107,0,14.6,64.96,100.74,0.5,4.12,24,32,933443.1157,15,984,4,186,885,9,174
9.96521,76.29201,12-01-2017,2,4.3,9.5,42,107,0,14.6,64.96,100.74,0.5,4.12,24,32,933443.1157,15,984,4,186,885,9,174
9.96521,76.29201,12-01-2017,3,2,12.3,73,175,0,14.6,64.96,100.74,0.5,4.12,24,32,933443.1157,15,984,4,186,885,9,174
9.96521,76.29201,12-01-2017,4,2,4.5,73,175,0,14.6,64.96,100.74,0.5,4.12,24,32,933443.1157,15,984,4,186,885,9,174
9.96521,76.29201,12-01-2017,5,2,4.5,82,155,0,14.6,64.96,100.74,0.5,4.12,24,32,933443.1157,15,984,4,186,885,9,174
9.96521,76.29201,12-01-2017,6,8.5,4.5,82,155,0,14.6,64.96,100.74,0.5,4.12,24,32,933443.1157,15,984,4,186,885,9,174
9.96521,76.29201,16-01-2017,1,10.9,49,63,151,0.08,14.16,61.95,100.94,0.58,4.4,24,33,933555.1339,15,984,4,186,885,9,174
9.96521,76.29201,16-01-2017,2,2,19.6,63,151,0.08,14.16,61.95,100.94,0.58,4.4,24,33,933555.1339,15,984,4,186,885,9,174
9.96521,76.29201,16-01-2017,3,2,38.3,44,111,0.08,14.16,61.95,100.94,0.58,4.4,24,33,933555.1339,15,984,4,186,885,9,174
9.96521,76.29201,16-01-2017,4,2,15,44,111,0.08,14.16,61.95,100.94,0.58,4.4,24,33,933555.1339,15,984,4,186,885,9,174
9.96521,76.29201,16-01-2017,5,2,4.5,140,185,0.08,14.16,61.95,100.94,0.58,4.4,24,33,933555.1339,15,984,4,186,885,9,174
9.96521,76.29201,16-01-2017,6,2,4.5,140,185,0.08,14.16,61.95,100.94,0.58,4.4,24,33,933555.1339,15,984,4,186,885,9,174
9.96521,76.29201,20-01-2017,1,2,49,106,187,0.01,13.08,55.12,100.9,0.91,4.27,22,32,933667.1656,15,984,4,186,885,9,174
9.96521,76.29201,20-01-2017,2,4.3,28,106,187,0.01,13.08,55.12,100.9,0.91,4.27,22,32,933667.1656,15,984,4,186,885,9,174
9.96521,76.29201,20-01-2017,3,2,53,97,172,0.01,13.08,55.12,100.9,0.91,4.27,22,32,933667.1656,15,984,4,186,885,9,174
9.96521,76.29201,20-01-2017,4,2,10.7,97,172,0.01,13.08,55.12,100.9,0.91,4.27,22,32,933667.1656,15,984,4,186,885,9,174
9.96521,76.29201,20-01-2017,5,6.1,16,66,189,0.01,13.08,55.12,100.9,0.91,4.27,22,32,933667.1656,15,984,4,186,885,9,174
9.96521,76.29201,20-01-2017,6,2,45,66,189,0.01,13.08,55.12,100.9,0.91,4.27,22,32,933667.1656,15,984,4,186,885,9,174
9.96521,76.29201,23-01-2017,1,2,4.5,56,68,0,12.63,51.76,100.94,0.36,2.93,23,33,933751.1982,15,984,4,186,885,9,174
9.96521,76.29201,23-01-2017,2,2,4.5,56,68,0,12.63,51.76,100.94,0.36,2.93,23,33,933751.1982,15,984,4,186,885,9,174
9.96521,76.29201,23-01-2017,3,6.7,46.3,47,86,0,12.63,51.76,100.94,0.36,2.93,23,33,933751.1982,15,984,4,186,885,9,174
9.96521,76.29201,23-01-2017,4,2,15.3,47,86,0,12.63,51.76,100.94,0.36,2.93,23,33,933751.1982,15,984,4,186,885,9,174
9.96521,76.29201,23-01-2017,5,4.3,4.5,34,93,0,12.63,51.76,100.94,0.36,2.93,23,33,933751.1982,15,984,4,186,885,9,174
9.96521,76.29201,23-01-2017,6,2,4.5,34,93,0,12.63,51.76,100.94,0.36,2.93,23,33,933751.1982,15,984,4,186,885,9,174
9.96521,76.29201,03-02-2017,1,4.3,28.5,170,277,0,13.31,55.58,100.96,0.11,3.88,16,34,934031.3613,15,984,4,186,885,9,174
9.96521,76.29201,03-02-2017,2,2,30.3,170,277,0,13.31,55.58,100.96,0.11,3.88,16,34,934031.3613,15,984,4,186,885,9,174
9.96521,76.29201,03-02-2017,3,2,30,151,268,0,13.31,55.58,100.96,0.11,3.88,16,34,934031.3613,15,984,4,186,885,9,174
9.96521,76.29201,03-02-2017,4,5.5,30.3,151,268,0,13.31,55.58,100.96,0.11,3.88,16,34,934031.3613,15,984,4,186,885,9,174
9.96521,76.29201,03-02-2017,5,5.5,27.6,156,223,0,13.31,55.58,100.96,0.11,3.88,16,34,934031.3613,15,984,4,186,885,9,174
9.96521,76.29201,03-02-2017,6,5.5,30.3,156,223,0,13.31,55.58,100.96,0.11,3.88,16,34,934031.3613,15,984,4,186,885,9,174
9.96521,76.29201,06-02-2017,1,2,11,80,126,0.53,16.12,70.9,100.92,1.51,4.87,24,32,934115.4267,15,984,4,186,885,9,174
9.96521,76.29201,06-02-2017,2,2,30.3,80,126,0.53,16.12,70.9,100.92,1.51,4.87,24,32,934115.4267,15,984,4,186,885,9,174
9.96521,76.29201,06-02-2017,3,2,23.9,91,178,0.53,16.12,70.9,100.92,1.51,4.87,24,32,934115.4267,15,984,4,186,885,9,174
9.96521,76.29201,06-02-2017,4,2,4.5,91,178,0.53,16.12,70.9,100.92,1.51,4.87,24,32,934115.4267,15,984,4,186,885,9,174
9.96521,76.29201,06-02-2017,5,2,4.5,120,172,0.53,16.12,70.9,100.92,1.51,4.87,24,32,934115.4267,15,984,4,186,885,9,174
9.96521,76.29201,06-02-2017,6,2,32.2,120,172,0.53,16.12,70.9,100.92,1.51,4.87,24,32,934115.4267,15,984,4,186,885,9,174
9.96521,76.29201,08-02-2017,1,2,10.4,117,231,0.08,15.74,65.52,100.9,0.16,5.51,25,33,934171.4744,15,984,4,186,885,9,174
9.96521,76.29201,08-02-2017,2,2,4.5,117,231,0.08,15.74,65.52,100.9,0.16,5.51,25,33,934171.4744,15,984,4,186,885,9,174
9.96521,76.29201,08-02-2017,3,2,4.5,69,223,0.08,15.74,65.52,100.9,0.16,5.51,25,33,934171.4744,15,984,4,186,885,9,174
9.96521,76.29201,08-02-2017,4,2,22.7,69,223,0.08,15.74,65.52,100.9,0.16,5.51,25,33,934171.4744,15,984,4,186,885,9,174
9.96521,76.29201,08-02-2017,5,2,31.3,181,197,0.08,15.74,65.52,100.9,0.16,5.51,25,33,934171.4744,15,984,4,186,885,9,174
9.96521,76.29201,08-02-2017,6,2,23.6,181,197,0.08,15.74,65.52,100.9,0.16,5.51,25,33,934171.4744,15,984,4,186,885,9,174
9.96521,76.29201,13-02-2017,1,2,14.7,66,98,0.01,11.54,46.79,100.94,0.56,4.73,24,34,934311.6086,15,984,4,186,885,9,174
9.96521,76.29201,13-02-2017,2,2,4.5,66,98,0.01,11.54,46.79,100.94,0.56,4.73,24,34,934311.6086,15,984,4,186,885,9,174
9.96521,76.29201,13-02-2017,3,2,21.4,177,188,0.01,11.54,46.79,100.94,0.56,4.73,24,34,934311.6086,15,984,4,186,885,9,174
9.96521,76.29201,13-02-2017,4,2,4.5,177,188,0.01,11.54,46.79,100.94,0.56,4.73,24,34,934311.6086,15,984,4,186,885,9,174
9.96521,76.29201,13-02-2017,5,2,45,163,209,0.01,11.54,46.79,100.94,0.56,4.73,24,34,934311.6086,15,984,4,186,885,9,174
9.96521,76.29201,13-02-2017,6,2,56.7,163,209,0.01,11.54,46.79,100.94,0.56,4.73,24,34,934311.6086,15,984,4,186,885,9,174
9.96521,76.29201,15-02-2017,1,2,35.5,83,157,0,13.15,49.13,101.01,0.1,4.56,24,34,934367.6681,15,984,4,186,885,9,174
9.96521,76.29201,15-02-2017,2,2,27.9,83,157,0,13.15,49.13,101.01,0.1,4.56,24,34,934367.6681,15,984,4,186,885,9,174
9.96521,76.29201,15-02-2017,3,2,66.8,96,170,0,13.15,49.13,101.01,0.1,4.56,24,34,934367.6681,15,984,4,186,885,9,174
9.96521,76.29201,15-02-2017,4,2,46.9,96,170,0,13.15,49.13,101.01,0.1,4.56,24,34,934367.6681,15,984,4,186,885,9,174
9.96521,76.29201,15-02-2017,5,2,4.5,35,59,0,13.15,49.13,101.01,0.1,4.56,24,34,934367.6681,15,984,4,186,885,9,174
9.96521,76.29201,15-02-2017,6,2,4.5,35,59,0,13.15,49.13,101.01,0.1,4.56,24,34,934367.6681,15,984,4,186,885,9,174
9.96521,76.29201,22-02-2017,1,2,4.5,79,129,0,17.53,70.07,100.7,1.89,7.2,26,32,934563.903,15,984,4,186,885,9,174
9.96521,76.29201,22-02-2017,2,2,4.5,79,129,0,17.53,70.07,100.7,1.89,7.2,26,32,934563.903,15,984,4,186,885,9,174
9.96521,76.29201,22-02-2017,3,2,4.5,52,183,0,17.53,70.07,100.7,1.89,7.2,26,32,934563.903,15,984,4,186,885,9,174
9.96521,76.29201,22-02-2017,4,2,11.6,52,183,0,17.53,70.07,100.7,1.89,7.2,26,32,934563.903,15,984,4,186,885,9,174
9.96521,76.29201,22-02-2017,5,2,4.5,143,191,0,17.53,70.07,100.7,1.89,7.2,26,32,934563.903,15,984,4,186,885,9,174
9.96521,76.29201,22-02-2017,6,2,4.5,143,191,0,17.53,70.07,100.7,1.89,7.2,26,32,934563.903,15,984,4,186,885,9,174
9.96521,76.29201,24-02-2017,1,2,24.8,39,110,0,16.38,63.16,100.82,0.16,5.98,26,33,934619.9777,15,984,4,186,885,9,174
9.96521,76.29201,24-02-2017,2,2,10.4,39,110,0,16.38,63.16,100.82,0.16,5.98,26,33,934619.9777,15,984,4,186,885,9,174
9.96521,76.29201,24-02-2017,3,2,11,29,120,0,16.38,63.16,100.82,0.16,5.98,26,33,934619.9777,15,984,4,186,885,9,174
9.96521,76.29201,24-02-2017,4,2,28,29,120,0,16.38,63.16,100.82,0.16,5.98,26,33,934619.9777,15,984,4,186,885,9,174
9.96521,76.29201,24-02-2017,5,2,16,67,152,0,16.38,63.16,100.82,0.16,5.98,26,33,934619.9777,15,984,4,186,885,9,174
9.96521,76.29201,24-02-2017,6,2,32.2,67,152,0,16.38,63.16,100.82,0.16,5.98,26,33,934619.9777,15,984,4,186,885,9,174
9.96521,76.29201,27-02-2017,1,2,21.8,14,70,0,14.86,57.7,100.69,0.38,5.79,26,33,934704.096,15,984,4,186,885,9,174
9.96521,76.29201,27-02-2017,2,2,41.7,14,70,0,14.86,57.7,100.69,0.38,5.79,26,33,934704.096,15,984,4,186,885,9,174
9.96521,76.29201,27-02-2017,3,2,18.7,67,193,0,14.86,57.7,100.69,0.38,5.79,26,33,934704.096,15,984,4,186,885,9,174
9.96521,76.29201,27-02-2017,4,2,30.6,67,193,0,14.86,57.7,100.69,0.38,5.79,26,33,934704.096,15,984,4,186,885,9,174
9.96521,76.29201,27-02-2017,5,2,9.2,66,146,0,14.86,57.7,100.69,0.38,5.79,26,33,934704.096,15,984,4,186,885,9,174
9.96521,76.29201,27-02-2017,6,2,27,66,146,0,14.86,57.7,100.69,0.38,5.79,26,33,934704.096,15,984,4,186,885,9,174
9.96521,76.29201,03-03-2017,1,4.3,13.2,99,169,1.93,15.73,58.32,100.41,0.05,4.96,26,34,934872.3553,15,984,4,186,885,9,174
9.96521,76.29201,03-03-2017,2,2,31.6,99,169,1.93,15.73,58.32,100.41,0.05,4.96,26,34,934872.3553,15,984,4,186,885,9,174
9.96521,76.29201,03-03-2017,3,2,14.7,67,102,1.93,15.73,58.32,100.41,0.05,4.96,26,34,934872.3553,15,984,4,186,885,9,174
9.96521,76.29201,03-03-2017,4,8.5,46.3,67,102,1.93,15.73,58.32,100.41,0.05,4.96,26,34,934872.3553,15,984,4,186,885,9,174
9.96521,76.29201,03-03-2017,5,2,18.1,94,135,1.93,15.73,58.32,100.41,0.05,4.96,26,34,934872.3553,15,984,4,186,885,9,174
9.96521,76.29201,03-03-2017,6,14.6,52.4,94,135,1.93,15.73,58.32,100.41,0.05,4.96,26,34,934872.3553,15,984,4,186,885,9,174
9.96521,76.29201,06-03-2017,1,2,4.5,25,58,12.09,18.41,80.17,100.5,1.41,4.03,25,30,934956.4964,15,984,4,186,885,9,174
9.96521,76.29201,06-03-2017,2,2,22.1,25,58,12.09,18.41,80.17,100.5,1.41,4.03,25,30,934956.4964,15,984,4,186,885,9,174
9.96521,76.29201,06-03-2017,3,2,4.5,20,66,12.09,18.41,80.17,100.5,1.41,4.03,25,30,934956.4964,15,984,4,186,885,9,174
9.96521,76.29201,06-03-2017,4,2,23.3,20,66,12.09,18.41,80.17,100.5,1.41,4.03,25,30,934956.4964,15,984,4,186,885,9,174
9.96521,76.29201,06-03-2017,5,2,4.5,47,183,12.09,18.41,80.17,100.5,1.41,4.03,25,30,934956.4964,15,984,4,186,885,9,174
9.96521,76.29201,06-03-2017,6,8.5,4.5,47,183,12.09,18.41,80.17,100.5,1.41,4.03,25,30,934956.4964,15,984,4,186,885,9,174
9.96521,76.29201,08-03-2017,1,2,24.2,7,45,4.33,18.4,75.34,100.46,0.52,4.27,25,33,935012.5946,15,984,4,186,885,9,174
9.96521,76.29201,08-03-2017,2,2,17.5,7,45,4.33,18.4,75.34,100.46,0.52,4.27,25,33,935012.5946,15,984,4,186,885,9,174
9.96521,76.29201,08-03-2017,3,2,36.2,135,190,4.33,18.4,75.34,100.46,0.52,4.27,25,33,935012.5946,15,984,4,186,885,9,174
9.96521,76.29201,08-03-2017,4,2,4.5,135,190,4.33,18.4,75.34,100.46,0.52,4.27,25,33,935012.5946,15,984,4,186,885,9,174
9.96521,76.29201,08-03-2017,5,2,4.5,53,75,4.33,18.4,75.34,100.46,0.52,4.27,25,33,935012.5946,15,984,4,186,885,9,174
9.96521,76.29201,08-03-2017,6,2,4.5,53,75,4.33,18.4,75.34,100.46,0.52,4.27,25,33,935012.5946,15,984,4,186,885,9,174
9.96521,76.29201,13-03-2017,1,2,4.5,68,137,0.62,17.8,74.59,100.74,2.46,5.62,25,33,935152.8549,15,984,4,186,885,9,174
9.96521,76.29201,13-03-2017,2,2,4.5,68,137,0.62,17.8,74.59,100.74,2.46,5.62,25,33,935152.8549,15,984,4,186,885,9,174
9.96521,76.29201,13-03-2017,3,2,24.5,27,94,0.62,17.8,74.59,100.74,2.46,5.62,25,33,935152.8549,15,984,4,186,885,9,174
9.96521,76.29201,13-03-2017,4,2,4.5,27,94,0.62,17.8,74.59,100.74,2.46,5.62,25,33,935152.8549,15,984,4,186,885,9,174
9.96521,76.29201,13-03-2017,5,2,4.5,39,67,0.62,17.8,74.59,100.74,2.46,5.62,25,33,935152.8549,15,984,4,186,885,9,174
9.96521,76.29201,13-03-2017,6,2,9.5,39,67,0.62,17.8,74.59,100.74,2.46,5.62,25,33,935152.8549,15,984,4,186,885,9,174
9.96521,76.29201,15-03-2017,1,2,17.8,66,114,14.29,18.4,77.26,100.75,1.15,4.08,24,33,935208.9649,15,984,4,186,885,9,174
9.96521,76.29201,15-03-2017,2,6.1,4.5,66,114,14.29,18.4,77.26,100.75,1.15,4.08,24,33,935208.9649,15,984,4,186,885,9,174
9.96521,76.29201,15-03-2017,3,2,10.7,26,61,14.29,18.4,77.26,100.75,1.15,4.08,24,33,935208.9649,15,984,4,186,885,9,174
9.96521,76.29201,15-03-2017,4,2,4.5,26,61,14.29,18.4,77.26,100.75,1.15,4.08,24,33,935208.9649,15,984,4,186,885,9,174
9.96521,76.29201,15-03-2017,5,2,12.6,44,68,14.29,18.4,77.26,100.75,1.15,4.08,24,33,935208.9649,15,984,4,186,885,9,174
9.96521,76.29201,15-03-2017,6,5.5,4.5,44,68,14.29,18.4,77.26,100.75,1.15,4.08,24,33,935208.9649,15,984,4,186,885,9,174
9.96521,76.29201,20-03-2017,1,5.5,4.5,40,82,1.43,17.74,72.61,100.81,1.75,4.57,25,32,935349.2547,15,984,4,186,885,9,174
9.96521,76.29201,20-03-2017,2,2,4.5,40,82,1.43,17.74,72.61,100.81,1.75,4.57,25,32,935349.2547,15,984,4,186,885,9,174
9.96521,76.29201,20-03-2017,3,2,4.5,37,75,1.43,17.74,72.61,100.81,1.75,4.57,25,32,935349.2547,15,984,4,186,885,9,174
9.96521,76.29201,20-03-2017,4,2,4.5,37,75,1.43,17.74,72.61,100.81,1.75,4.57,25,32,935349.2547,15,984,4,186,885,9,174
9.96521,76.29201,20-03-2017,5,2,4.5,52,93,1.43,17.74,72.61,100.81,1.75,4.57,25,32,935349.2547,15,984,4,186,885,9,174
9.96521,76.29201,20-03-2017,6,2,4.5,52,93,1.43,17.74,72.61,100.81,1.75,4.57,25,32,935349.2547,15,984,4,186,885,9,174
9.96521,76.29201,22-03-2017,1,2,11.3,68,137,0.55,17.68,68.64,100.74,0.56,4.45,26,33,935405.3765,15,984,4,186,885,9,174
9.96521,76.29201,22-03-2017,2,2,4.5,68,137,0.55,17.68,68.64,100.74,0.56,4.45,26,33,935405.3765,15,984,4,186,885,9,174
9.96521,76.29201,22-03-2017,3,2,4.5,41,53,0.55,17.68,68.64,100.74,0.56,4.45,26,33,935405.3765,15,984,4,186,885,9,174
9.96521,76.29201,22-03-2017,4,2,4.5,41,53,0.55,17.68,68.64,100.74,0.56,4.45,26,33,935405.3765,15,984,4,186,885,9,174
9.96521,76.29201,22-03-2017,5,2,4.5,16,23,0.55,17.68,68.64,100.74,0.56,4.45,26,33,935405.3765,15,984,4,186,885,9,174
9.96521,76.29201,22-03-2017,6,2,13.8,16,23,0.55,17.68,68.64,100.74,0.56,4.45,26,33,935405.3765,15,984,4,186,885,9,174
9.96521,76.29201,24-03-2017,1,2,9.2,63,114,0,18.04,70.88,100.7,0.2,5.35,27,33,935461.5016,15,984,4,186,885,9,174
9.96521,76.29201,24-03-2017,2,6.1,23,63,114,0,18.04,70.88,100.7,0.2,5.35,27,33,935461.5016,15,984,4,186,885,9,174
9.96521,76.29201,24-03-2017,3,2,10.1,16,36,0,18.04,70.88,100.7,0.2,5.35,27,33,935461.5016,15,984,4,186,885,9,174
9.96521,76.29201,24-03-2017,4,2,4.5,16,36,0,18.04,70.88,100.7,0.2,5.35,27,33,935461.5016,15,984,4,186,885,9,174
9.96521,76.29201,24-03-2017,5,2,4.5,63,90,0,18.04,70.88,100.7,0.2,5.35,27,33,935461.5016,15,984,4,186,885,9,174
9.96521,76.29201,24-03-2017,6,2,4.5,63,90,0,18.04,70.88,100.7,0.2,5.35,27,33,935461.5016,15,984,4,186,885,9,174
9.96521,76.29201,27-03-2017,1,2,10.4,38,90,0.32,18.05,69.56,100.78,0.38,5.69,28,34,935545.6957,15,984,4,186,885,9,174
9.96521,76.29201,27-03-2017,2,2,11.9,38,90,0.32,18.05,69.56,100.78,0.38,5.69,28,34,935545.6957,15,984,4,186,885,9,174
9.96521,76.29201,27-03-2017,3,2,12.3,19,39,0.32,18.05,69.56,100.78,0.38,5.69,28,34,935545.6957,15,984,4,186,885,9,174
9.96521,76.29201,27-03-2017,4,2,11.3,19,39,0.32,18.05,69.56,100.78,0.38,5.69,28,34,935545.6957,15,984,4,186,885,9,174
9.96521,76.29201,27-03-2017,5,2,12.3,57,89,0.32,18.05,69.56,100.78,0.38,5.69,28,34,935545.6957,15,984,4,186,885,9,174
9.96521,76.29201,27-03-2017,6,2,11.6,57,89,0.32,18.05,69.56,100.78,0.38,5.69,28,34,935545.6957,15,984,4,186,885,9,174
9.96521,76.29201,10-04-2017,1,2,4.5,71,105,3.72,19.48,77.07,100.52,2.41,4.89,28,34,935910.6242,15,984,4,186,885,9,174
9.96521,76.29201,10-04-2017,2,2,4.5,71,105,3.72,19.48,77.07,100.52,2.41,4.89,28,34,935910.6242,15,984,4,186,885,9,174
9.96521,76.29201,10-04-2017,3,2,4.5,48,86,3.72,19.48,77.07,100.52,2.41,4.89,28,34,935910.6242,15,984,4,186,885,9,174
9.96521,76.29201,10-04-2017,4,2,14.1,48,86,3.72,19.48,77.07,100.52,2.41,4.89,28,34,935910.6242,15,984,4,186,885,9,174
9.96521,76.29201,10-04-2017,5,2,4.5,44,60,3.72,19.48,77.07,100.52,2.41,4.89,28,34,935910.6242,15,984,4,186,885,9,174
9.96521,76.29201,10-04-2017,6,2,4.5,44,60,3.72,19.48,77.07,100.52,2.41,4.89,28,34,935910.6242,15,984,4,186,885,9,174
9.96521,76.29201,17-04-2017,1,2,4.5,70,160,0.45,19.4,77.34,100.58,2.25,5.21,27,33,936107.1831,15,984,4,186,885,9,174
9.96521,76.29201,17-04-2017,2,2,4.5,70,160,0.45,19.4,77.34,100.58,2.25,5.21,27,33,936107.1831,15,984,4,186,885,9,174
9.96521,76.29201,17-04-2017,3,2,14.4,51,113,0.45,19.4,77.34,100.58,2.25,5.21,27,33,936107.1831,15,984,4,186,885,9,174
9.96521,76.29201,17-04-2017,4,2,19.5,51,113,0.45,19.4,77.34,100.58,2.25,5.21,27,33,936107.1831,15,984,4,186,885,9,174
9.96521,76.29201,17-04-2017,5,2,12,61,85,0.45,19.4,77.34,100.58,2.25,5.21,27,33,936107.1831,15,984,4,186,885,9,174
9.96521,76.29201,17-04-2017,6,2,19.8,61,85,0.45,19.4,77.34,100.58,2.25,5.21,27,33,936107.1831,15,984,4,186,885,9,174
9.96521,76.29201,20-04-2017,1,2,4.5,80,216,0.92,18.8,73.79,100.61,2.19,4.99,27,33,936191.4353,15,984,4,186,885,9,174
9.96521,76.29201,20-04-2017,2,2,11.4,80,216,0.92,18.8,73.79,100.61,2.19,4.99,27,33,936191.4353,15,984,4,186,885,9,174
9.96521,76.29201,20-04-2017,3,2,4.5,44,121,0.92,18.8,73.79,100.61,2.19,4.99,27,33,936191.4353,15,984,4,186,885,9,174
9.96521,76.29201,20-04-2017,4,2,4.5,44,121,0.92,18.8,73.79,100.61,2.19,4.99,27,33,936191.4353,15,984,4,186,885,9,174
9.96521,76.29201,20-04-2017,5,2,4.5,42,69,0.92,18.8,73.79,100.61,2.19,4.99,27,33,936191.4353,15,984,4,186,885,9,174
9.96521,76.29201,20-04-2017,6,2,27,42,69,0.92,18.8,73.79,100.61,2.19,4.99,27,33,936191.4353,15,984,4,186,885,9,174
9.96521,76.29201,24-04-2017,1,2,4.5,52,119,0.08,18.84,73.23,100.64,3.56,5.68,27,34,936303.7833,15,984,4,186,885,9,174
9.96521,76.29201,24-04-2017,2,2,32.7,52,119,0.08,18.84,73.23,100.64,3.56,5.68,27,34,936303.7833,15,984,4,186,885,9,174
9.96521,76.29201,24-04-2017,3,2,4.5,27,61,0.08,18.84,73.23,100.64,3.56,5.68,27,34,936303.7833,15,984,4,186,885,9,174
9.96521,76.29201,24-04-2017,4,2,4.5,27,61,0.08,18.84,73.23,100.64,3.56,5.68,27,34,936303.7833,15,984,4,186,885,9,174
9.96521,76.29201,24-04-2017,5,2,4.5,43,74,0.08,18.84,73.23,100.64,3.56,5.68,27,34,936303.7833,15,984,4,186,885,9,174
9.96521,76.29201,24-04-2017,6,2,4.5,43,74,0.08,18.84,73.23,100.64,3.56,5.68,27,34,936303.7833,15,984,4,186,885,9,174
9.96521,76.29201,26-04-2017,1,2,13.8,35,52,4.25,19.61,78.02,100.62,3.1,4.86,28,34,936359.9624,15,984,4,186,885,9,174
9.96521,76.29201,26-04-2017,2,2,24.9,35,52,4.25,19.61,78.02,100.62,3.1,4.86,28,34,936359.9624,15,984,4,186,885,9,174
9.96521,76.29201,26-04-2017,3,2,22.2,30,60,4.25,19.61,78.02,100.62,3.1,4.86,28,34,936359.9624,15,984,4,186,885,9,174
9.96521,76.29201,26-04-2017,4,2,13.5,30,60,4.25,19.61,78.02,100.62,3.1,4.86,28,34,936359.9624,15,984,4,186,885,9,174
9.96521,76.29201,26-04-2017,5,2,9.6,45,88,4.25,19.61,78.02,100.62,3.1,4.86,28,34,936359.9624,15,984,4,186,885,9,174
9.96521,76.29201,26-04-2017,6,2,20.4,45,88,4.25,19.61,78.02,100.62,3.1,4.86,28,34,936359.9624,15,984,4,186,885,9,174
9.96521,76.29201,28-04-2017,1,2,4.5,41,88,0.58,19.22,73.45,100.65,2.79,5.69,26,34,936416.1448,15,984,4,186,885,9,174
9.96521,76.29201,28-04-2017,2,2,14.1,41,88,0.58,19.22,73.45,100.65,2.79,5.69,26,34,936416.1448,15,984,4,186,885,9,174
9.96521,76.29201,28-04-2017,3,2,4.5,34,88,0.58,19.22,73.45,100.65,2.79,5.69,26,34,936416.1448,15,984,4,186,885,9,174
9.96521,76.29201,28-04-2017,4,2,10.5,34,88,0.58,19.22,73.45,100.65,2.79,5.69,26,34,936416.1448,15,984,4,186,885,9,174
9.96521,76.29201,28-04-2017,5,2,4.5,51,74,0.58,19.22,73.45,100.65,2.79,5.69,26,34,936416.1448,15,984,4,186,885,9,174
9.96521,76.29201,28-04-2017,6,2,9,51,74,0.58,19.22,73.45,100.65,2.79,5.69,26,34,936416.1448,15,984,4,186,885,9,174
9.96521,76.29201,02-05-2017,1,2,4.5,89,164,14.02,18.84,74.28,100.74,1.43,5.15,24,34,936528.5198,15,984,4,186,885,9,174
9.96521,76.29201,02-05-2017,2,2,18.3,89,164,14.02,18.84,74.28,100.74,1.43,5.15,24,34,936528.5198,15,984,4,186,885,9,174
9.96521,76.29201,02-05-2017,3,2,4.5,32,69,14.02,18.84,74.28,100.74,1.43,5.15,24,34,936528.5198,15,984,4,186,885,9,174
9.96521,76.29201,02-05-2017,4,2,4.5,32,69,14.02,18.84,74.28,100.74,1.43,5.15,24,34,936528.5198,15,984,4,186,885,9,174
9.96521,76.29201,02-05-2017,5,2,14.7,34,67,14.02,18.84,74.28,100.74,1.43,5.15,24,34,936528.5198,15,984,4,186,885,9,174
9.96521,76.29201,02-05-2017,6,2,4.5,34,67,14.02,18.84,74.28,100.74,1.43,5.15,24,34,936528.5198,15,984,4,186,885,9,174
9.96521,76.29201,05-05-2017,1,2,4.5,57,90,5.55,20.04,78.33,100.66,2.1,4.36,27,34,936612.8099,15,984,4,186,885,9,174
